Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2010-07-23,182.7300262451172,185.45492593753787,181.5916572009526,185.45492593753787,6921810
2010-07-26,183.92221069335938,184.6303217606125,182.33117992210106,183.3037264938502,3036490
2010-07-27,185.2577362060547,186.26165818270292,183.3036984550734,184.03871251516898,6645910
2010-07-28,186.98770141601562,187.33727760704502,184.6437396456002,185.723843772592,6571060
2010-07-29,188.28738403320312,189.578130942872,186.732215367032,187.4179229531407,11265740
2010-07-30,190.64480590820312,191.55011506478718,186.440919524793,188.02746387152584,11699660
2010-08-02,191.49185180664062,192.25824140243205,190.14732593262343,190.92267411044082,8263340
2010-08-03,190.2459259033203,192.17756032354066,189.28683788767836,191.81902555973937,8110480
2010-08-04,189.56021118164062,190.83302732605557,187.4448233287706,189.5781420223293,7367350
2010-08-05,188.25604248046875,190.68964492462075,185.0964118650429,185.0964118650429,7355280
2010-08-06,187.4000244140625,189.12997448767342,186.57089738287777,187.62858451399697,5460440
2010-08-09,186.6201934814453,188.58320349744292,185.6655778974554,187.33727670187352,2618220
2010-08-10,187.79888916015625,188.43081795338654,185.52216472992643,186.9294280129223,7347270
2010-08-11,187.29244995117188,189.40335172612902,186.2571661310017,188.32326131897864,7335080
2010-08-12,185.82693481445312,186.691909898097,183.57261350564826,186.1630663039005,4969430
2010-08-13,187.11769104003906,188.35913181108913,184.49137642902622,184.7871737954204,5249930
2010-08-16,186.7994842529297,190.64483649430318,185.5804467287562,186.29753003895706,3593340
2010-08-17,190.12046813964844,191.4605217842095,186.53955134280432,188.95073699971317,10065910
2010-08-18,196.47557067871094,197.10748579757055,190.92267230642128,190.92267230642128,19422170
2010-08-19,199.89962768554688,200.73771330472636,195.85260529036583,195.85260529036583,10381960
2010-08-20,200.00271606445312,200.76460587691702,197.66324042434658,198.23241813811887,4199070
2010-08-23,196.8923797607422,199.70692015028968,195.6733423748552,198.34894951298241,4097430
2010-08-24,197.97247314453125,198.98982611551025,193.6206812888631,196.89236906871844,5340140
2010-08-25,196.50247192382812,198.54166413194562,195.27446226276982,197.28677872344642,5295610
2010-08-26,195.2565460205078,198.43857982364455,194.194359032279,195.27894931542698,10194050
2010-08-27,191.7428436279297,196.29630657953598,190.53277845454886,195.40444205786477,5775240
2010-08-30,191.07505798339844,195.19827626225134,189.72157348545505,193.61173185217305,3438230
2010-08-31,191.30361938476562,191.81901821695985,189.33612335714565,190.4744923883363,4695080
2010-09-01,192.64816284179688,193.16356172115306,190.02633450062388,191.42015317210516,4808100
2010-09-02,196.0722198486328,196.74448284055953,193.59381083215203,193.59381083215203,5795330
2010-09-03,196.6548309326172,197.19711918074157,194.351203475302,196.65930338481363,4059080
2010-09-06,197.58253479003906,198.9629222237561,195.86602959495633,197.0178432737214,4773220
2010-09-07,197.11643981933594,198.63127433795037,195.63298085044977,198.63127433795037,4203920
2010-09-08,195.36859130859375,197.18818201171774,194.62461863690274,196.1215225628743,4984800
2010-09-09,201.21728515625,201.67890521442953,195.682316911031,196.74897642029902,13014790
2010-09-13,204.5875701904297,205.71249474537956,201.49964900455788,201.68787500063343,7297790
2010-09-14,209.2261505126953,210.64238606880787,204.90574783399393,204.90574783399393,16348730
2010-09-15,212.92359924316406,213.68997516792956,209.39197573049208,209.65639751325386,12751580
2010-09-16,214.702880859375,216.46869282254028,211.12196420989258,212.94604115658368,12767390
2010-09-17,215.1779327392578,217.4546710271641,213.95889532013032,214.70286799359732,10751570
2010-09-20,219.26528930664062,221.3941220778693,214.7925083638833,215.4109924941963,7547730
2010-09-21,221.46583557128906,223.60364063903728,220.06304460644793,220.06304460644793,16355390
2010-09-22,222.44285583496094,223.19131465509687,219.63280143569497,221.39861333256596,12524510
2010-09-23,220.8473358154297,222.46076961741932,219.88824779358492,221.5375296012967,6190170
2010-09-24,223.661865234375,224.26690459030291,215.85465961301585,215.85465961301585,13955310
2010-09-27,218.57061767578125,225.05571494811744,218.1448456610775,224.0876546388108,8338720
2010-09-28,219.6417694091797,220.65465007642706,217.04235785126363,218.53030329511478,9432110
2010-09-29,218.96499633789062,221.75711953431048,217.47256502006132,221.75711953431048,7797860
2010-09-30,223.13304138183594,223.9980164552793,217.5174052447815,217.81320259327396,18479890
2010-10-01,224.1548614501953,224.44617264401307,220.71287861467306,223.37055471756537,8865130
2010-10-04,223.54981994628906,226.1133830462775,222.58177339583648,224.15485929823984,6990230
2010-10-05,219.40869140625,224.95710362229462,218.4809652838684,222.42042986820715,8598330
2010-10-06,220.2109375,222.29494992005556,219.60589810650652,220.05407340876468,4109940
2010-10-07,218.13143920898438,221.39864161630618,217.5039964013877,220.23338287235381,4506420
2010-10-08,215.63954162597656,219.4266283602022,214.2277921744975,218.27481456325728,7453430
2010-10-11,214.09335327148438,218.78126323293148,212.13481565766526,218.78126323293148,9910020
2010-10-12,213.3583526611328,215.12416460645557,209.7057263516976,214.9493696576443,7809900
2010-10-13,218.82164001464844,219.60594696810597,212.16623255986335,213.77966674242154,10286700
2010-10-14,217.3067626953125,220.14372009719813,216.02498786007268,219.1577289337635,3853630
2010-10-15,213.8916778564453,218.9560536527689,213.32697255967204,217.31125783850428,5863270
2010-10-18,214.9852294921875,227.66411366407283,210.91131730131738,227.66411366407283,8275100
2010-10-19,212.33201599121094,217.18576235596734,211.40877592810816,217.18576235596734,8324520
2010-10-20,209.34716796875,212.61436989379288,208.67939111608277,212.34546196530914,4930230
2010-10-21,211.9958953857422,212.8653566435508,207.65307522683221,208.85419553829195,7297530
2010-10-22,208.5493927001953,213.33142885661945,207.81887849781063,213.33142885661945,6475190
2010-10-25,206.5819549560547,212.2110364767617,206.07102847211885,209.3875371328613,8629790
2010-10-26,206.2861328125,208.49116137355975,205.35393417811974,206.87772750903127,5069720
2010-10-27,202.06431579589844,206.6984605852887,200.8183889682736,206.6984605852887,8220330
2010-10-28,203.17581176757812,207.58138312252552,200.87219757801643,202.26153022287548,21069230
2010-10-29,204.35899353027344,205.98138604948218,200.5136415088981,204.3679521131438,8132430
2010-11-01,210.57069396972656,212.07657018041303,204.82061054302454,205.98138299854037,10134800
2010-11-02,210.6737823486328,213.95890152595314,210.01496406114944,211.9869327935513,5561020
2010-11-03,211.7404327392578,212.60540781343443,210.7365107345831,211.62838891066835,3540760
2010-11-04,214.15609741210938,215.57233309198492,212.2155042569321,214.22780710596422,4858160
2010-11-08,209.33372497558594,215.12415619789175,208.44186045472767,214.5325614858134,4255460
2010-11-09,214.9897003173828,215.73365929131683,208.8810686923837,209.74604375267594,6858050
2010-11-10,214.7521514892578,216.8989011984056,213.6317133072385,215.12413094770972,4467170
2010-11-11,210.9381866455078,215.96671401821948,209.40990724351238,213.78857496555233,3364370
2010-11-12,207.49620056152344,213.2417973811307,206.60880856406354,210.1942108818781,6201550
2010-11-15,213.85585021972656,214.4070971788736,207.41555857665693,207.50519912276278,11407980
2010-11-16,212.66815185546875,215.09726815276952,208.40152765396724,215.09726815276952,9149670
2010-11-18,209.77743530273438,216.82722466856058,207.84131454561884,216.82722466856058,8315990
2010-11-19,206.4833526611328,211.8973049986351,205.44358254211517,210.19424409942377,5876340
2010-11-22,213.322509765625,214.3129734676215,206.69847858541007,208.04300464643254,5510950
2010-11-23,212.59645080566406,213.33146493900986,206.82843628442978,211.9869388994783,5708120
2010-11-24,207.1824493408203,212.7846398392171,205.25977373214812,211.00089746072732,4128750
2010-11-25,208.22674560546875,211.42223808240234,205.46599744821108,208.4015405593937,11343870
2010-11-26,205.97239685058594,209.74603886698358,204.00940053980207,208.4911535070453,7569690
2010-11-29,205.97239685058594,207.76509803748323,204.816110603016,206.16063649318897,5909430
2010-11-30,204.8519744873047,209.21272538624467,202.44080269290126,205.8917445388339,8626780
2010-12-01,212.17066955566406,212.8832666385134,204.36793597297287,205.1343119032486,8040720
2010-12-02,214.3846435546875,215.12413001617332,210.9202437870848,213.15216155980318,7369280
2010-12-03,214.73423767089844,215.1241480007939,212.61436353867296,214.67597269245888,3961790
2010-12-06,213.62274169921875,217.3650079740099,212.9056585250968,216.91683269983668,4681560
2010-12-07,210.790283203125,214.22779377817204,208.71524304933075,213.33144317658974,8597350
2010-12-08,204.40826416015625,209.74603344749073,203.04133501135613,209.74603344749073,11744220
2010-12-09,200.06544494628906,204.76232686763592,198.92707589016177,203.7539324740788,18283920
2010-12-10,199.2004852294922,200.0878772877932,194.534978502294,197.19714099997165,20621230
2010-12-13,200.6929168701172,201.23073276264506,195.52994174620002,201.05146535754454,7911680
2010-12-14,200.6256866455078,204.00044638220876,198.2727661289212,201.40999348437003,5922080
2010-12-15,193.87167358398438,199.8861923863233,192.71538727829375,199.8861923863233,11210210
2010-12-16,197.2688446044922,198.95398813410702,192.71538184793445,193.88064038059952,9759180
2010-12-20,194.73216247558594,197.17919571642733,192.84534834428305,197.17919571642733,5161220
2010-12-21,198.4610137939453,198.9047030182588,194.67841270718262,194.77701183227742,6175580
2010-12-22,195.296875,200.7825363485245,194.51256821738858,200.15509365788034,7503240
2010-12-23,196.3859405517578,197.55567154798575,194.86214723034217,195.4044355268372,3263270
2010-12-24,198.84642028808594,199.41561169102025,194.9562618401093,196.21114725002911,3516710
2010-12-27,198.42514038085938,199.88619632713764,196.9372086862995,198.90020513445435,3770630
2010-12-28,202.23013305664062,203.3550436896732,198.55509035265646,199.33939707923153,4675030
2010-12-29,208.65249633789062,209.45920642541998,201.9970902454858,202.216705448013,8071040
2010-12-30,206.65365600585938,210.0508191307767,205.08951473849726,209.40544553451792,7252350
2010-12-31,210.3152313232422,211.9869302210913,205.44805382446046,206.60882628313553,8248910
2011-01-03,214.2726287841797,215.09278362306964,210.67825387114252,212.43510718908215,5398390
2011-01-04,210.24349975585938,214.04851719660476,209.11858909971875,213.91405640580973,8284130
2011-01-05,206.89564514160156,210.61549453637608,205.93654346659156,210.61549453637608,7825920
2011-01-06,208.64801025390625,209.98357760249493,206.96735284016341,207.59480921640744,5435090
2011-01-07,203.42230224609375,208.50908117846723,202.66488486228403,208.50908117846723,7948010
2011-01-10,192.91708374023438,203.47160769957517,191.63978126482485,202.2211946508289,20070860
2011-01-11,192.41062927246094,198.87330964725646,190.47450863160097,194.50808646144665,12157590
2011-01-12,197.67222595214844,198.45204671274283,188.8252485987234,194.4184684163275,9905330
2011-01-13,192.08795166015625,198.75680284524523,190.60000626275962,198.00385788640637,9486010
2011-01-14,183.71153259277344,197.9142084591044,181.9591655883283,192.71537242113587,12791410
2011-01-17,185.374267578125,187.60618552217903,183.80116787990934,184.64822577194082,12280820
2011-01-18,189.0717315673828,189.66781243850784,183.45160888290616,187.05045637445124,8420160
2011-01-19,186.03311157226562,189.49302595492884,184.91715928439535,189.27789685482207,8992050
2011-01-20,189.80673217773438,191.31708080208512,183.3843722496194,185.47735699025148,9638540
2011-01-21,187.7092742919922,190.44763277032203,186.09136785675275,188.59218027138226,8297610
2011-01-24,192.5898895263672,193.07391283003412,185.81348121168236,187.78544978664613,12774160
2011-01-25,186.8263397216797,194.94280111405735,185.55352357411013,192.82292712645514,14110540
2011-01-27,183.8325653076172,188.23365061159404,182.94518685101608,188.23365061159404,18945580
2011-01-28,184.1328125,187.27899797305273,183.03926374651695,184.2000360550863,17798420
2011-01-31,183.50987243652344,184.9574837207499,178.9295198759532,183.09755877948797,11118030
2011-02-01,182.81968688964844,186.1630710265448,180.62361682776793,186.1630710265448,8551230
2011-02-02,181.05389404296875,184.9619838843772,179.8258842073127,183.88635203590212,9762170
2011-02-03,184.73338317871094,185.70144349510977,180.16647564953598,181.06282627465805,5796030
2011-02-04,180.86117553710938,186.8891400826073,179.7183337485025,183.84155286150383,9253200
2011-02-07,182.75242614746094,184.64821247605207,181.08074113259377,183.30368665705168,8559460
2011-02-08,179.52557373046875,184.64372772715217,177.93454329308818,184.639255274901,7195990
2011-02-09,181.26898193359375,182.40735104986703,177.60291118274222,179.09085649349626,7357580
2011-02-10,180.6908416748047,183.66223242420946,179.27011995617312,180.7042863867124,11535590
2011-02-11,184.58546447753906,184.64821558188206,178.8219369348809,178.8219369348809,10103420
2011-02-14,188.72213745117188,189.14790946160875,183.76531967441403,183.76531967441403,5922360
2011-02-15,188.861083984375,190.74342586775524,186.01965399345497,189.12999192160444,7599730
2011-02-16,187.77200317382812,190.20559173382043,186.8935834286165,189.48850852912287,4550790
2011-02-17,195.9063720703125,196.65930324228682,187.78543835647423,188.23361362701476,11804920
2011-02-18,195.0548858642578,201.0604331110055,194.08233928946012,195.7629969337306,19767870
2011-02-21,197.34951782226562,197.9142230994729,191.14677306444267,194.05991263048926,5600510
2011-02-22,191.6800994873047,196.45316380483447,190.5103548156862,196.3007858406544,5796430
2011-02-23,189.4975128173828,192.98431664137627,188.25158583855807,190.49246268372679,6114220
2011-02-24,184.5675811767578,189.89637912788567,183.37094694019333,187.0683936830114,10027770
2011-02-25,183.0482177734375,187.0683503942528,180.88353729017857,187.0683503942528,6309960
2011-02-28,183.95359802246094,190.11152362907993,182.40738742475068,185.00679926851205,10981360
2011-03-01,191.72938537597656,192.71537649404522,184.55858066922139,185.9748162400725,10250580
2011-03-03,196.5831298828125,199.19598580874703,190.92715990441272,191.36189048333634,12668820
2011-03-04,198.8329620361328,200.14611233588394,197.77974738315564,198.09347555288477,9854940
2011-03-07,194.79043579101562,197.55566977484173,192.79605020478195,197.55566977484173,6427840
2011-03-08,197.77975463867188,198.85538630164575,193.29800163369654,193.43246243018066,8985570
2011-03-09,197.7394256591797,200.6660099006537,196.7489620488756,198.09348798542825,9041990
2011-03-10,197.9500732421875,198.54166795066942,195.61508364060748,196.48005873086072,7470310
2011-03-11,195.9736328125,198.72094993058735,194.9562796791254,195.58820857176627,6553950
2011-03-14,198.51925659179688,198.90019465882784,194.68734953212916,194.68734953212916,6541440
2011-03-15,195.8212432861328,197.88733866570496,190.92269022097847,194.50809285423628,13801000
2011-03-16,195.74057006835938,197.64531516919632,195.2789500380691,196.83860506796725,5805340
2011-03-17,195.53892517089844,200.15514008273706,194.16303706210724,194.5260580486529,16760620
2011-03-18,192.6526336669922,196.85652029534432,192.00727379869664,195.40443665653532,4822120
2011-03-21,193.1142578125,195.28789703329102,192.39717461105244,194.52600724449786,6159350
2011-03-22,192.8588104248047,194.7770002815289,192.00279390706956,193.5310734167953,4715270
2011-03-23,193.98818969726562,195.57473404379633,192.27168436503044,192.71537352270815,4657350
2011-03-24,196.55174255371094,197.09851692251283,194.37361733720053,195.3147744491898,4413810
2011-03-25,203.0278778076172,203.91974219346613,197.19711332994527,197.82455595509586,8901480
2011-03-28,205.86932373046875,207.23625290426125,203.0234078823246,203.0234078823246,10930310
2011-03-29,206.62222290039062,208.29392140911813,204.7847017471975,207.05695341460543,10818300
2011-03-30,209.88047790527344,211.89726666289192,206.69844436281022,207.50515439496797,11097420
2011-03-31,210.27041625976562,214.75664181339988,206.61777654063292,210.64239574917346,18931910
2011-04-01,209.1858367919922,211.98693262477195,208.2222625609611,210.91131456042967,4369290
2011-04-04,215.1958465576172,215.57231215587404,209.7460334489585,209.7460334489585,6322270
2011-04-05,214.74317932128906,216.01599545533497,212.26925673814367,215.12413103878168,8412660
2011-04-06,212.96841430664062,214.67596104457087,210.7320240161031,214.31742628824625,6469860
2011-04-07,211.06817626953125,213.15218881004682,209.71020557228462,212.88328087770356,6558160
2011-04-08,210.85752868652344,213.7796268381622,210.2031828741755,211.00093439369428,7720170
2011-04-11,205.80657958984375,209.52644285678625,205.1388027568804,208.41944929768513,11208180
2011-04-13,212.34100341796875,213.658640044323,203.91978474154615,204.31866736907625,9033890
2011-04-15,211.81661987304688,214.4070727039675,210.10458684933687,212.88327933470106,8590930
2011-04-18,207.2183380126953,215.11071264802592,206.55056115093342,213.223898347464,10353270
2011-04-19,210.4183349609375,211.4312156678135,208.35225308261994,209.74607190994408,7462430
2011-04-20,212.6099090576172,214.13817495226294,210.46314531960772,211.58805613810213,6548070
2011-04-21,216.07875061035156,216.63896971210315,213.51070132412156,213.51070132412156,16205350
2011-04-25,214.31747436523438,218.80370066411834,213.86929898067908,217.1857940909428,6322870
2011-04-26,211.5253448486328,214.9314806363735,209.79090823272844,213.9185998520044,6321850
2011-04-27,210.93370056152344,213.24180060304525,208.51804282555392,212.9729063669259,7147650
2011-04-28,209.54437255859375,212.345468404352,208.84970625973602,211.82111092127252,13384820
2011-04-29,205.7617645263672,209.71916025979465,204.45758638159302,208.401523725289,9312940
2011-05-02,205.27772521972656,207.5679080379907,202.75449617708784,206.6984468910048,7078370
2011-05-03,200.3926239013672,205.770727496644,199.187031251248,205.13431255322405,10740280
2011-05-04,202.70523071289062,204.82957747245518,197.89630433502776,201.14108945760756,13210610
2011-05-05,199.03018188476562,203.90184556352648,198.0934970805613,202.20327089996312,9349490
2011-05-06,205.91412353515625,207.95331544633777,199.43798571900928,199.43798571900928,10775730
2011-05-09,204.26486206054688,207.50517456996542,201.53547598446815,206.3399159946026,3898590
2011-05-10,201.356201171875,204.18867239169498,199.44696998933415,204.18867239169498,6523220
2011-05-11,202.6693572998047,203.37299583360078,199.07948229292373,202.57524431238,4910850
2011-05-12,200.80044555664062,203.0144324157758,200.33433946071128,201.67886522890396,4739430
2011-05-13,201.7729949951172,205.26428436003408,199.51420136417175,200.06544822158395,5823070
2011-05-16,201.9522705078125,203.1220151827405,200.45089415638083,201.2307148215161,6270620
2011-05-17,201.8984832763672,203.82564524173816,200.87217170345883,201.8581491412822,6111940
2011-05-18,203.23403930664062,204.16176539384116,201.0514279400556,202.40491232547913,6935480
2011-05-19,203.81224060058594,204.72650853004433,202.36911532695785,203.51644320791627,7511270
2011-05-20,207.5679168701172,207.95334106650876,202.1629101205572,203.47158802628226,11913870
2011-05-23,202.99652099609375,206.05307981739895,201.3158636250685,205.71246221349259,10046400
2011-05-24,202.15396118164062,205.4883866968094,201.5175598788161,202.03743122032395,4502440
2011-05-25,202.1046600341797,203.20268132929735,201.2620882691988,201.67888802191013,4157440
2011-05-26,202.95172119140625,204.09904897818313,200.78255416711792,202.127080199487,9949950
2011-05-27,206.48780822753906,207.2362533096326,202.80380676200167,203.01444969737176,5831020
2011-05-30,206.84185791015625,208.63455909609797,205.92310402325094,206.51917114959775,3924750
2011-05-31,215.08383178710938,215.90398665172637,207.50518505037394,208.39257715862402,17696730
2011-06-01,214.9628143310547,215.75159358376513,212.8608710126617,214.22780025048286,6571670
2011-06-02,213.03131103515625,213.60894908855468,211.65039484856348,212.55747237637584,6722760
2011-06-03,212.71092224121094,213.9835356938345,211.96631267534943,212.99973440400305,5988530
2011-06-06,214.9221954345703,215.71193578524853,211.67748969202555,211.67748969202555,5842800
2011-06-07,214.4934539794922,215.775101749888,213.3472122919071,213.46453576825624,4063470
2011-06-08,212.57553100585938,214.08732241819817,211.93923804827529,212.66127534493384,5139390
2011-06-09,213.25697326660156,214.3220017152943,211.33451518001604,212.5304187447385,3229940
2011-06-10,213.22537231445312,214.31295922370714,210.31462335557498,213.7263004861908,4371910
2011-06-13,214.14146423339844,214.80936385202693,211.5736789292914,212.3859915095657,3917780
2011-06-14,215.03501892089844,216.43399031885096,213.5006689694578,214.62886948845517,6216600
2011-06-15,214.15951538085938,216.23540690763363,213.63602873344828,214.8093599244057,7038940
2011-06-16,211.4698944091797,214.0873139358083,211.0231176674991,213.3652628957796,4212650
2011-06-17,212.0385284423828,213.55483722084276,210.62603284974347,212.14684506568858,7106740
2011-06-20,207.49864196777344,213.13514134355532,205.05722806961168,211.39319251344492,7812850
2011-06-21,209.89492797851562,211.56015302435952,207.7694020849019,207.7694020849019,5078860
2011-06-22,209.6376953125,211.90311682186925,208.7080592583619,210.5176833862054,3091580
2011-06-23,210.63504028320312,211.14950633868696,208.49145926264563,209.30375814059153,4133790
2011-06-24,215.0936737060547,215.7074081383339,211.33901931523954,212.01142237424682,8287730
2011-06-27,218.07215881347656,219.48917162826206,214.14601515402452,215.08016857100853,10256190
2011-06-28,218.6949005126953,219.32218662821086,217.02517196410437,219.2680352053996,6096810
2011-06-29,224.65631103515625,225.54983701138593,219.7734559970516,219.7734559970516,10252440
2011-06-30,227.04356384277344,227.89197278130266,223.48748760703282,225.54982755469547,13420600
2011-07-01,225.75291442871094,229.93627682063212,223.6544643053585,229.2503358916245,6652420
2011-07-04,228.54637145996094,229.43087689592807,226.75930552182888,228.79908729880867,7161680
2011-07-05,229.35415649414062,230.33342688197095,226.94882515338014,227.6257454990983,5318640
2011-07-06,229.72869873046875,231.0554636272743,226.9939418057011,228.7990626152892,5892870
2011-07-07,231.5789337158203,232.40478418843384,228.72233612918848,229.8009024103011,7389020
2011-07-08,230.978759765625,233.15843727068463,230.48686595541443,231.597025264457,7544680
2011-07-11,227.8378143310547,231.42549714578558,227.00294327276123,230.96518256416533,3972500
2011-07-12,223.8124237060547,226.54266344394816,222.0479164477084,226.54266344394816,7360900
2011-07-13,227.4181365966797,228.25300768989663,223.6589649587603,224.73753120703034,3720910
2011-07-14,228.32521057128906,231.64210884752887,225.09854629509044,227.94161966726776,4677172
2011-07-15,229.67909240722656,230.35601279301622,226.99396936813534,228.55089176424377,2745076
2011-07-18,232.43186950683594,234.1693148630531,229.25034949604668,231.0329118562348,3104948
2011-07-19,230.53648376464844,234.21441449411998,229.40828330947446,233.5374942210156,8526332
2011-07-20,227.03907775878906,233.04111285075498,226.54266677043412,233.04111285075498,3704322
2011-07-21,223.97035217285156,227.85136455058418,223.15805334187473,227.80623377731249,6440512
2011-07-22,226.339599609375,228.82164093755745,225.12115122054615,225.64012074386102,6317060
2011-07-25,227.9867401123047,228.5733988057793,224.3539265966276,226.3395565268233,6685214
2011-07-26,224.80523681640625,230.24317168167784,223.4965269445744,228.05445987997015,5290764
2011-07-27,226.5652618408203,227.42270540090968,222.02990048005086,225.34681333308203,5531356
2011-07-28,219.90884399414062,225.41446814429446,218.69039567276442,225.41446814429446,10708978
