Date,Close,High,Low,Open,Volume,Stock
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,
2020-06-05,725.0526733398438,741.6926228294144,721.3854484694594,731.1493967960403,33076685,Reliance
2020-06-08,719.460205078125,741.8760499700658,717.397428880409,741.8760499700658,31414953,Reliance
2020-06-09,704.6309204101562,725.6486234751304,702.7285588670827,715.2428955917325,25857161,Reliance
2020-06-10,720.6749877929688,724.0671556761358,705.9603160548514,707.358396292796,22132647,Reliance
2020-06-11,704.883056640625,718.749640775522,701.8117785512347,717.8557812384124,20385805,Reliance
2020-06-12,728.307373046875,730.2326510269538,686.2261326421674,687.6013571816424,38548899,Reliance
2020-06-15,740.1111450195312,745.7953132096621,715.6096089372687,717.3973886251789,53107403,Reliance
2020-06-16,741.5551147460938,755.6967557369571,726.7028845316762,753.1526753532676,51187003,Reliance
2020-06-17,740.4778442382812,749.6916781570901,734.4040373887631,737.223174716428,41782053,Reliance
2020-06-18,759.0660400390625,763.2374857196348,736.0084766480355,736.6502561759112,40471557,Reliance
2020-06-19,806.510498046875,819.9874427430584,761.8622646097448,765.5294286893287,105804173,Reliance
2020-06-22,800.4367065429688,827.0468509645104,795.3255082236741,812.9281265185632,60198705,Reliance
2020-06-23,788.862060546875,808.5045384737962,786.6617256871547,802.2015072741337,37962078,Reliance
2020-06-24,792.0479125976562,812.6072268267052,784.6447746662045,795.738053693294,51586221,Reliance
2020-06-25,787.48681640625,801.7430992811273,785.2635652364315,791.6582617389753,39679374,Reliance
2020-06-26,798.3738403320312,803.1183159982722,787.0742536700925,792.4834251694602,30921913,Reliance
2020-06-29,789.8934936523438,797.5029397155437,786.409660371951,792.1396612854866,25621946,Reliance
2020-06-30,781.1609497070312,798.0758951241328,777.2415842900174,796.242343365062,30276420,Reliance
2020-07-01,796.5173950195312,801.743175521266,782.9716394263087,788.4495605937981,28464103,Reliance
2020-07-02,806.9459838867188,810.2694025452281,795.3484234431834,798.9927318472096,28789533,Reliance
2020-07-03,819.5748901367188,821.9127837843031,810.4527217015681,815.861832689426,29434266,Reliance
2020-07-06,848.8667602539062,851.7088140284914,821.500193473118,827.4135859339859,47016185,Reliance
2020-07-07,835.87109375,854.6197132762578,828.0095673398389,852.6256862148839,35189589,Reliance
2020-07-08,824.2047729492188,841.1426342620389,820.5375482822259,836.1460785440763,26204095,Reliance
2020-07-09,836.23779296875,841.1655998799895,818.8185657185403,829.2472099523603,36418942,Reliance
2020-07-10,860.8997802734375,863.9023091935485,836.2377694199942,838.1860242634439,43759967,Reliance
2020-07-13,887.0056762695312,892.8273423758652,870.9616138352312,872.4972527958719,69608392,Reliance
2020-07-14,878.7544555664062,890.0769587258392,865.1399521368675,886.5472928599492,67331128,Reliance
2020-07-15,845.2911987304688,907.08366415123,824.2048075727157,888.3579618231472,139669773,Reliance
2020-07-16,845.0162353515625,856.7512946120796,830.8287004507466,846.6664562728521,60961724,Reliance
2020-07-17,876.324951171875,880.1296740195024,842.5407728437809,845.749609575386,49726765,Reliance
2020-07-20,880.0838012695312,885.6304711156431,870.8012182087103,879.1211926652252,36592938,Reliance
2020-07-21,903.76025390625,906.2585622062197,887.6933348920056,888.839335081147,42173371,Reliance
2020-07-22,918.6353759765625,921.3857642316457,898.7865901828686,909.0089261458122,59771457,Reliance
2020-07-23,943.29736328125,953.3363080898114,912.8366014813346,918.6124352325058,58333751,Reliance
2020-07-24,983.7970581054688,991.5210860477298,943.2973519821113,943.3890174472283,120597372,Reliance
2020-07-27,988.4039916992188,1007.9318886104963,975.4312669085615,998.7638869386625,80304827,Reliance
2020-07-28,998.2595825195312,1005.7315303842939,985.8598278076676,988.4039688253292,55114422,Reliance
2020-07-29,961.106201171875,1000.5974046127762,949.0960854416205,998.3512976301298,72663399,Reliance
2020-07-30,966.69873046875,980.8403717420106,949.8066402117875,962.1834787625219,72857444,Reliance
2020-07-31,947.5604248046875,975.9354320130508,941.0053136827419,969.288655429682,74958061,Reliance
2020-08-03,920.9274291992188,942.9306577545483,918.2228128947525,940.3177675432556,46715383,Reliance
2020-08-04,985.8369140625,993.3546946795111,916.9163671182447,926.2448437909335,92041055,Reliance
2020-08-05,974.7665405273438,1006.648298081331,971.0305666253906,994.2715204617099,74549993,Reliance
2020-08-06,978.2732543945312,993.6755373836711,966.2173063386998,988.7706471218937,49322975,Reliance
2020-08-07,983.9345703125,989.1374342862763,971.9015984600287,976.3022077266857,32984416,Reliance
2020-08-10,971.7411499023438,992.437963906379,966.3549548480962,989.7334081956384,26958997,Reliance
2020-08-11,978.1358032226562,990.145919125598,962.8022685917568,978.594191172128,46828306,Reliance
2020-08-12,975.293701171875,983.2699304701927,965.7589770757232,972.268255791585,30264617,Reliance
2020-08-13,972.7496337890625,980.4736619089038,967.2258800091535,975.4771058161533,24830322,Reliance
2020-08-14,968.9678344726562,988.7707280616634,957.714079524945,972.9788049476955,33224635,Reliance
2020-08-17,958.6766967773438,964.9338346288924,948.9356650804594,964.9338346288924,30979066,Reliance
2020-08-18,971.1452026367188,978.3650097420287,954.5510862898097,955.7658355527064,30547672,Reliance
2020-08-19,977.1043701171875,987.3955158979303,972.4287039776058,981.4362907688352,34087543,Reliance
2020-08-20,961.28955078125,973.597640132438,957.141021598206,971.8098604326208,22537845,Reliance
2020-08-21,954.3218994140625,972.7267125065048,952.0986480932505,970.8931000447368,25280895,Reliance
2020-08-24,960.6936645507812,964.7046349102361,949.1190201735523,958.699637554215,32717218,Reliance
2020-08-25,954.4364624023438,967.8218027963048,952.5570172443045,965.3922435979426,19388008,Reliance
2020-08-26,979.7401733398438,984.6221473814044,938.3466085705784,955.7658353326017,59870421,Reliance
2020-08-27,967.5009155273438,985.561922183876,964.1316640539665,984.6450856560868,28085062,Reliance
2020-08-28,970.0450439453125,977.7232390609693,965.5068759739142,971.8098466284296,27166900,Reliance
2020-08-31,953.7947387695312,996.5635286159435,944.4662621245327,996.5635286159435,62076132,Reliance
2020-09-01,956.7972412109375,972.9099924120943,945.4059281787459,962.6418237900549,38616258,Reliance
2020-09-02,975.5687255859375,980.061060773215,955.7658330769889,958.9746092820122,26949439,Reliance
2020-09-03,968.1884765625,980.4048391623787,964.0170312387387,975.4770325402139,18586429,Reliance
2020-09-04,952.2131958007812,961.2436989605308,949.8982790961713,955.1011429027296,28475945,Reliance
2020-09-07,954.6885986328125,965.2776572942354,937.0859800542688,955.3074617689814,21926473,Reliance
2020-09-08,965.8965454101562,972.2682653644531,953.7030376776369,958.9746507785496,27397082,Reliance
2020-09-09,990.7647705078125,993.7214668969699,954.1385348456844,955.7659000532742,55310877,Reliance
2020-09-10,1060.7396240234375,1074.927157933588,997.1822972451836,1000.7349401267101,140304404,Reliance
2020-09-11,1063.37548828125,1071.6725472173896,1048.40879628164,1059.8229662544784,59470807,Reliance
2020-09-14,1055.490966796875,1081.8261153274973,1046.0707640323621,1065.7821127274472,44063445,Reliance
2020-09-15,1062.9630126953125,1066.1259565244527,1048.8900587917185,1059.8000688661723,27178393,Reliance
2020-09-16,1065.5758056640625,1086.112144727133,1059.158252754,1063.4900524680434,33952295,Reliance
2020-09-17,1053.7491455078125,1069.7702327305742,1050.586080524461,1063.4900567497145,25828669,Reliance
2020-09-18,1056.9349365234375,1063.2379072093026,1043.5725125687648,1060.8542413817547,33074915,Reliance
2020-09-21,1034.0836181640625,1070.824370804214,1030.1871086617477,1054.3219207082454,33627381,Reliance
2020-09-22,1013.5930786132812,1043.7787210606,1009.1924089795841,1043.7787210606,34792254,Reliance
2020-09-23,1022.6006469726562,1043.6641825382092,1010.9114814455859,1035.9859873512196,42988708,Reliance
2020-09-24,999.864013671875,1020.4002905047363,997.503203624823,1012.1032929800348,29826318,Reliance
2020-09-25,1009.26123046875,1014.3495126758534,993.4922844008531,1003.4395638953972,28374935,Reliance
2020-09-28,1015.930908203125,1025.901163941176,1011.7136301310087,1020.8587148465393,19666849,Reliance
2020-09-29,1029.1329345703125,1037.8195713910873,1015.9309853366061,1019.9420164266043,25842539,Reliance
2020-09-30,1024.22802734375,1039.1947175783714,1019.9419395484259,1035.985941448482,24465159,Reliance
2020-10-01,1020.0565795898438,1037.727886928556,1014.8995483721432,1037.727886928556,20783227,Reliance
2020-10-05,1014.074462890625,1031.0123256675506,1011.2324089970173,1028.6515761076819,18922799,Reliance
2020-10-06,1013.2263793945312,1024.021685188541,1009.238264869314,1020.0565476544165,18412175,Reliance
2020-10-07,1034.8399658203125,1058.4475799172226,1017.6499037591971,1024.5259043335222,53170865,Reliance
2020-10-08,1026.47412109375,1039.6532142018098,1018.6125949619175,1035.5275407721056,21077808,Reliance
2020-10-09,1023.8154296875,1032.7771836455104,1016.320565629288,1024.5259582717965,18545499,Reliance
2020-10-12,1025.4656982421875,1034.037753133324,1020.5150355378987,1024.5260059581258,14226473,Reliance
2020-10-13,1045.4749755859375,1047.7898924056608,1020.3315984564822,1022.509017074154,23112012,Reliance
2020-10-14,1048.592041015625,1056.15565430655,1039.882366922747,1044.649819808061,26742011,Reliance
2020-10-15,1011.4614868164062,1049.7379397275054,1006.1898740838623,1049.7379397275054,20036197,Reliance
2020-10-16,997.388671875,1023.3799544355646,995.9446982604555,1015.3580135221156,21583600,Reliance
2020-10-19,997.5719604492188,1021.6380246688639,987.92265477064,1003.920824435056,31200385,Reliance
2020-10-20,988.2664794921875,1005.2731514525456,986.5932816231013,998.8555382481594,18482288,Reliance
2020-10-21,973.9185180664062,1004.8147507715352,961.6104288645944,993.813136935571,34082321,Reliance
2020-10-22,965.8277587890625,977.53990184993,958.5162857482388,975.202068636273,30802210,Reliance
2020-10-23,968.6239624023438,978.6858230807516,960.9916002105509,965.3922092500259,23422125,Reliance
2020-10-26,930.1412353515625,963.5357160295375,925.2821775739761,963.5357160295375,37324416,Reliance
2020-10-27,932.6166381835938,944.2370547759414,919.0937994170154,932.7999691158715,36478896,Reliance
2020-10-28,922.0504760742188,943.2515096847724,920.1939472978867,935.9628927757253,29924017,Reliance
2020-10-29,929.1326904296875,936.0545846033192,912.676133322179,915.4265215242824,30655304,Reliance
2020-10-30,941.7846069335938,946.6436645983638,926.7948787307498,932.158157066993,34021563,Reliance
2020-11-02,860.624755859375,929.1785816956018,852.236031908047,929.1785816956018,99366895,Reliance
2020-11-03,848.2249755859375,875.0872608981166,841.211476343972,866.3776474479282,88691623,Reliance
2020-11-04,877.0125122070312,884.2552961399613,842.0823940002088,842.0823940002088,80180117,Reliance
2020-11-05,896.1737060546875,898.9011779621782,885.6304802775447,896.1507896888862,37205373,Reliance
2020-11-06,930.1641235351562,935.1377629933829,906.7856718821585,912.2177599024484,66674086,Reliance
2020-11-09,940.0426635742188,948.431387221708,933.3041607671188,945.2684437358598,35838510,Reliance
2020-11-10,955.5595703125,958.0578786725551,935.6879277673721,952.0986532955748,36934242,Reliance
2020-11-11,915.5181884765625,960.349813307874,906.7627425708018,957.5994251012901,56724780,Reliance
2020-11-12,907.6337280273438,920.6752623458345,900.757726877576,908.0921766042411,40046527,Reliance
2020-11-13,915.1514892578125,933.6021343890702,908.4359634401073,908.5505452692455,45388670,Reliance
2020-11-14,917.8560791015625,923.8153044443369,914.6702191300194,923.6319735108651,5226220,Reliance
2020-11-17,913.70751953125,955.7658410351917,909.9257129008083,955.7658410351917,46542562,Reliance
2020-11-18,910.9342041015625,919.781376250731,898.5115332828663,913.7075087226443,30402290,Reliance
2020-11-19,904.49365234375,921.591988836154,902.2245684484693,910.9341815629213,27796343,Reliance
2020-11-20,870.7324829101562,909.3756596448712,868.6696462248589,905.3417123632923,57471248,Reliance
2020-11-23,894.20263671875,903.0497487081867,882.9947145657383,894.3401349199002,45327567,Reliance
2020-11-24,900.3222045898438,904.8832887331799,885.6304502228866,900.2992882248202,30936268,Reliance
2020-11-25,892.8732299804688,913.5700432988137,890.3062331834853,907.6337343770099,32637879,Reliance
2020-11-26,895.0735473632812,900.7577155171034,884.7366294026862,895.2798552828139,25838637,Reliance
2020-11-27,884.6220092773438,896.6779581206766,880.7714534348644,889.5268998595113,47336811,Reliance
2020-12-01,896.1279296875,901.3307938059161,884.736676408615,889.4581755643159,19750687,Reliance
2020-12-02,897.61767578125,899.3825390669653,887.0057009518666,897.7780903411759,22188887,Reliance
2020-12-03,900.3222045898438,908.1379581942614,897.8468127901713,903.9665128816297,27785372,Reliance
2020-12-04,892.3919067382812,902.5913264864631,889.2977123273746,902.5913264864631,18464552,Reliance
2020-12-07,897.640625,900.757735852236,889.5727908455925,889.5727908455925,18242188,Reliance
2020-12-08,913.936767578125,923.3339934837481,893.8817337323919,898.9929322205134,43403061,Reliance
2020-12-09,929.1556396484375,932.2957274207165,916.4579722391319,921.3628626960531,29175254,Reliance
2020-12-10,920.0105590820312,929.866172775927,917.2601707692784,926.7032292475267,16065507,Reliance
2020-12-11,919.4605102539062,934.2210145022137,904.9979187667744,922.7609519955423,26944202,Reliance
2020-12-14,912.8136596679688,923.6777752455278,910.5445756905531,920.446022023766,17312747,Reliance
2020-12-15,905.0438232421875,912.0802390211516,898.9699554826145,912.0802390211516,18551265,Reliance
2020-12-16,906.05224609375,914.4868631848642,901.0786065303444,911.300942675149,18561011,Reliance
2020-12-17,910.2007446289062,919.0937493675023,906.327272642388,909.6965239672918,20252358,Reliance
2020-12-18,912.9282836914062,919.0479843037409,900.7577528182782,907.6796475253237,18466344,Reliance
2020-12-21,889.16015625,926.8865573142291,850.4482301946091,921.3857807057105,44135540,Reliance
2020-12-22,887.7850341796875,897.9615380720761,865.6671629987783,893.4233698751451,28140001,Reliance
2020-12-23,891.0625610351562,894.546394236093,880.42760925683,884.7136971301411,19501410,Reliance
2020-12-24,914.1201782226562,916.2517034800001,892.0023071765089,892.5065278757702,20776988,Reliance
2020-12-28,918.3145141601562,925.0530171215532,914.6472892916462,919.8730695729462,17221499,Reliance
2020-12-29,912.2406616210938,922.4400810203895,908.8026005873493,920.9273584156639,18611939,Reliance
2020-12-30,914.7389526367188,920.1022311036656,905.5938674782955,914.624370805252,22043630,Reliance
2020-12-31,910.0632934570312,922.2567404293592,906.9920153474784,913.8221838113244,18781189,Reliance
2021-01-01,911.07177734375,915.4265537650106,908.5505527049315,911.3009410039018,10015175,Reliance
2021-01-04,912.607421875,916.2975024534738,902.1329450342616,914.5556161245812,24513534,Reliance
2021-01-05,901.261962890625,909.2839638288434,896.6320689988709,902.5912939459549,24123091,Reliance
2021-01-06,877.493896484375,901.2160938359506,873.3224510339957,901.1702611043901,46401468,Reliance
2021-01-07,876.0728759765625,891.5897418968922,873.322487590656,880.3589034352533,32325918,Reliance
2021-01-08,886.4097900390625,888.5642922541741,876.508343396695,879.2128990362454,27540187,Reliance
2021-01-11,869.7010498046875,888.7475808323036,867.5236313267144,888.7475808323036,33307825,Reliance
2021-01-12,897.1134643554688,898.4657118218406,870.9158143147399,872.336871504238,41161546,Reliance
2021-01-13,888.7476196289062,905.3188201499357,879.419203440265,900.0930398248009,26619458,Reliance
2021-01-14,898.7407836914062,901.6287308500097,888.8622535500956,891.5897255191611,21553242,Reliance
2021-01-15,888.1287841796875,904.7916495490962,880.1526157884696,898.740759002289,20593268,Reliance
2021-01-18,909.4444580078125,915.4265998438018,881.6653953517243,893.4692038282121,35100458,Reliance
2021-01-19,924.319580078125,931.012189738941,914.3493237485677,914.3493237485677,32006615,Reliance
2021-01-20,941.8762817382812,943.38900439301,917.4434949776916,926.61155699522,30924537,Reliance
2021-01-21,962.3668212890625,971.8098800377811,951.181876163342,954.390652515909,39087742,Reliance
2021-01-22,939.5384521484375,969.6783235251652,932.9145311052488,967.6842359272101,30532660,Reliance
2021-01-25,889.756103515625,932.8228666500369,885.630490744276,932.8228666500369,54207104,Reliance
2021-01-27,868.6696166992188,882.4216789245224,865.4608405760075,882.4216789245224,42370131,Reliance
2021-01-28,860.2122192382812,881.6424781637289,857.2096901394976,861.8624401741309,34067814,Reliance
2021-01-29,844.3515014648438,876.9667039367849,838.8735806318068,868.3487559710819,43712383,Reliance
2021-02-01,868.8071899414062,873.2536317323746,847.124791883341,852.3505719782088,34180952,Reliance
2021-02-02,882.7884521484375,889.2977308550115,850.3107470896575,877.4939227404844,41470034,Reliance
2021-02-03,885.01171875,894.798523032894,870.9616821017152,883.9344676315485,30301696,Reliance
2021-02-04,882.1007690429688,889.2976594159979,873.2535972904194,881.9632102299151,25626981,Reliance
2021-02-05,881.8486938476562,891.4293112297793,880.1297238720016,884.7366410071501,20248046,Reliance
2021-02-08,894.54638671875,902.5913041127487,884.2782181271332,886.1117698619925,21183400,Reliance
2021-02-09,896.7008666992188,912.0344014614586,894.9360639848401,899.3596502046049,19604141,Reliance
2021-02-10,905.0208129882812,909.8111215451199,883.4759736033081,895.6007316850008,21234156,Reliance
2021-02-11,942.334716796875,946.2311660836259,904.0811769374988,907.6337594670116,42539278,Reliance
2021-02-12,935.8712158203125,952.5569976110686,923.8611001493927,942.2429961333266,30497029,Reliance
2021-02-15,931.7456665039062,944.9017832342153,928.2618330427405,938.8279758881723,15791099,Reliance
2021-02-16,944.0765991210938,953.1987676122834,932.8457612486368,935.0231797265162,21421660,Reliance
2021-02-17,954.963623046875,960.7852892251555,939.9968114616252,944.3057550256361,23742994,Reliance
2021-02-18,947.8355712890625,966.4924650898274,943.893289197361,955.765907582193,18646877,Reliance
2021-02-19,953.6113891601562,964.9109769153393,941.2345502738575,942.9306645681465,23403483,Reliance
2021-02-22,920.5147705078125,958.0120076502669,914.4868568966109,953.473839698461,23804335,Reliance
2021-02-23,927.55126953125,941.0511918891755,923.0360178342994,938.8050242239318,25644108,Reliance
2021-02-24,944.7642822265625,946.7124765699424,928.7889673602265,930.553830765552,10807663,Reliance
2021-02-25,982.971923828125,986.4786734115679,950.2649955391294,951.6402199837609,34855693,Reliance
2021-02-26,956.132568359375,978.1816287572625,949.2106739345871,970.4346845297425,37481215,Reliance
2021-03-01,963.4210815429688,968.1426408648995,945.4517413570408,967.3174698484667,17680764,Reliance
2021-03-02,965.3922119140625,976.3938254810674,957.6452678737793,972.7266613756028,17150760,Reliance
2021-03-03,1009.444580078125,1017.6041401137896,965.942345590931,972.291209589853,31924461,Reliance
2021-03-04,997.4115600585938,1003.8750059657842,989.0915853602063,999.3139215822515,21435754,Reliance
2021-03-05,998.7179565429688,1013.9598254449933,986.9599814973138,988.3122895814015,25511666,Reliance
2021-03-08,1004.4022216796875,1023.104947499651,993.8131627824596,994.0423264488792,19506841,Reliance
2021-03-09,1004.3792114257812,1014.8078554111507,984.003349014506,1008.4819077972186,15154484,Reliance
2021-03-10,1000.207763671875,1015.4037998551903,994.8444853132021,1011.6907423375532,11519358,Reliance
2021-03-12,979.8777465820312,1011.4156982692142,973.5976316338206,1006.1899180386313,16864952,Reliance
2021-03-15,966.7216186523438,985.0576213408291,953.7030009682373,981.0008183336917,16698099,Reliance
2021-03-16,962.9168701171875,974.5602630405621,960.5790371114799,969.0594260048047,13873801,Reliance
2021-03-17,942.1742553710938,964.0170684066092,932.8916115212916,961.7479844239137,19210236,Reliance
2021-03-18,920.9732055664062,955.6741605576151,917.2601480920681,950.2191561739252,20647480,Reliance
2021-03-19,954.390625,960.7394890470405,908.9172795697536,912.67616986744,41787429,Reliance
2021-03-22,945.4059448242188,950.7233904654207,932.0206652576462,949.3482266359898,18572478,Reliance
2021-03-23,956.9118041992188,967.0883071589551,942.4721904642145,945.1996622807723,17421165,Reliance
2021-03-24,938.4840698242188,953.3591550212476,935.3211264676976,953.3591550212476,16822814,Reliance
2021-03-25,912.8824462890625,941.5554287504984,909.9257499620534,941.5554287504984,22001648,Reliance
2021-03-26,914.3493041992188,923.0818340475105,904.7458311902953,922.3025563510912,20180202,Reliance
2021-03-30,930.2328491210938,939.2175192058075,912.9282047870831,920.468901375996,20441701,Reliance
2021-03-31,918.2227783203125,939.6759526353578,916.3433331733194,925.0530072998837,16250796,Reliance
2021-04-01,926.8178100585938,930.5537839867491,918.2456947533308,925.0530073672949,11723312,Reliance
2021-04-05,913.4096069335938,928.2617764415631,899.4283805814821,928.2388600756356,14875099,Reliance
2021-04-06,909.6048583984375,919.0708328933875,902.591298740714,918.635361327685,14009194,Reliance
2021-04-07,918.1082153320312,938.3008080498928,913.7305224381101,916.8018005614194,24266353,Reliance
2021-04-08,919.254150390625,926.8865124248586,913.5928988685606,921.8441240070363,15369188,Reliance
2021-04-09,908.5734252929688,919.7125367735295,907.6336724557058,916.0912054898558,14037885,Reliance
2021-04-12,876.0728759765625,899.1075226936374,871.0763198983283,898.0073552142131,20901482,Reliance
2021-04-13,885.538818359375,889.57276563491,879.1441216450248,881.9632590270061,19411189,Reliance
2021-04-15,891.268798828125,898.9240773674254,876.9208503456264,883.0175735386241,19723716,Reliance
2021-04-16,885.6763305664062,893.8358907101348,883.0863568023805,887.7391672812477,15656948,Reliance
2021-04-19,871.7409057617188,878.4794084568636,866.3776274942543,872.7952404479199,18478808,Reliance
2021-04-20,871.4888916015625,879.6713078137623,866.5840008975532,875.7749191412862,17203668,Reliance
2021-04-22,873.8954467773438,877.5855880307079,860.2809425881891,867.4090844385339,14490954,Reliance
2021-04-23,872.9557495117188,879.6254427440936,868.8301366938636,873.7121108512371,11828857,Reliance
2021-04-26,888.3121337890625,899.3825574089013,876.2332688070826,880.1297179345423,20846778,Reliance
2021-04-27,911.5989379882812,915.5182429314154,888.4955423031201,889.2977363850338,19992524,Reliance
2021-04-28,915.5640869140625,920.4689775575524,907.702560564592,915.8162275751622,17122437,Reliance
2021-04-29,927.8262939453125,937.2006031320064,920.1480989438264,927.299096284571,17412606,Reliance
2021-04-30,914.280517578125,933.3041318868001,911.0946578250389,920.6981304398269,19828769,Reliance
2021-05-03,898.0302734375,907.175358792894,890.718800551604,901.2161334233529,23640186,Reliance
2021-05-04,878.5711059570312,902.0412844187081,876.0041091822,893.8817242674505,21849830,Reliance
2021-05-05,880.175537109375,888.6100934871649,874.6517835676245,881.665343388775,12393609,Reliance
2021-05-06,885.1720581054688,887.0056704251906,873.9870532678174,880.9776964476755,14624666,Reliance
2021-05-07,885.5159301757812,896.4717115551883,882.880123637057,888.2663185476171,12288548,Reliance
2021-05-10,882.9718017578125,892.4148605742464,880.56521947613,888.8393617021486,13941237,Reliance
2021-05-11,886.15771484375,888.6330462052007,875.5456789019813,877.8377399546966,13478264,Reliance
2021-05-12,876.9896240234375,886.0430436052227,874.170486626913,884.7595452326755,13177961,Reliance
2021-05-14,888.06005859375,890.2145001520896,873.7121095309144,883.8198033253428,13291616,Reliance
2021-05-17,898.6261596679688,900.0471561889262,884.897013751355,888.0600177825813,11873078,Reliance
2021-05-18,911.2780151367188,917.9936015646734,904.1957062310378,908.0921552913696,12064918,Reliance
2021-05-19,915.449462890625,924.3424678415456,903.9665448486313,907.6337090098185,16317002,Reliance
2021-05-20,910.1090698242188,921.7982953849324,908.0921265731627,915.8390704666658,11422532,Reliance
2021-05-21,917.970703125,921.20239576501,910.3841733987857,913.1345617227894,10785605,Reliance
2021-05-24,910.2236938476562,921.2941174399018,908.5505566201103,920.4689463838787,8551760,Reliance
2021-05-25,899.90966796875,915.42653304744,898.4656944412453,915.1514760361758,14780102,Reliance
2021-05-26,903.0726318359375,907.4045525164335,900.895273937989,905.3417158232525,7480204,Reliance
2021-05-27,905.8460083007812,913.592952615517,899.497144206121,903.1872854331082,26819294,Reliance
2021-05-28,960.2581787109375,964.9338448749431,912.217776198743,912.217776198743,56469931,Reliance
2021-05-31,990.2833862304688,1004.677167518981,955.7887392671754,963.5585996739545,59124142,Reliance
2021-06-01,994.2257080078125,1009.3987675845319,983.9574783468457,992.8963162547147,28013832,Reliance
2021-06-02,1009.054931640625,1012.8367382398285,988.770674199331,988.770674199331,24630162,Reliance
2021-06-03,1012.905517578125,1031.401995917848,1006.6942122738166,1018.1083208841007,23974257,Reliance
2021-06-04,1004.1271362304688,1016.0226095654847,1001.262105478856,1015.2662482370932,14468646,Reliance
2021-06-07,1021.0421142578125,1027.7347845958134,1001.605943387916,1009.3987812044364,16336573,Reliance
2021-06-08,1015.1746215820312,1020.9275390458702,1007.6339243758388,1020.6754590103076,9674735,Reliance
2021-06-09,997.0219116210938,1018.1083027421982,989.2061576802296,1017.1915268511834,11409161,Reliance
2021-06-10,1000.6891479492188,1022.2339878890224,998.1908396482332,1005.4564796378379,14155653,Reliance
2021-06-11,1018.0466918945312,1024.8777362668263,1002.843732224515,1004.131765990826,13762778,Reliance
2021-06-14,1032.6517333984375,1038.7927078057078,1009.720752633155,1018.8977806929665,20332436,Reliance
2021-06-15,1034.9976806640625,1046.4516420993727,1030.5356766299878,1040.0577090717052,15174215,Reliance
2021-06-16,1017.3336791992188,1033.6406416260932,1014.6886837490771,1032.6516808873691,10797349,Reliance
2021-06-17,1019.1967163085938,1028.097728292184,1002.75177575552,1011.9977316113469,15745975,Reliance
2021-06-18,1023.7966918945312,1028.0977221827986,1004.7987409431671,1023.727703120494,29369026,Reliance
2021-06-21,1029.1326904296875,1033.847653430732,1012.0667899232101,1013.6077825790958,12186448,Reliance
2021-06-22,1023.8426513671875,1040.057689555753,1020.8986437433156,1036.837605171319,12871913,Reliance
2021-06-23,1014.458740234375,1035.2736386932138,1012.7797092340784,1034.9976836000096,16653951,Reliance
2021-06-24,990.6077880859375,1018.7137169863253,984.3978251031111,1015.1487495029731,91461975,Reliance
2021-06-25,968.0447998046875,990.6077786559373,957.3038441046903,990.6077786559373,55355022,Reliance
