Date,Close,High,Low,Open,Volume,Close_Return_1D,Close_Return_3D,Return,High_Low_Spread,price_gap,return_volatility,return_zscore,volume_ratio,Volume_Z,OBV,RSI,MACD_Hist,ATR,SMA_10,SMA_20,SMA_50,EMA_12,EMA_50,bb_upper,bb_lower,bb_width,Bollinger_%B,bear_score,bull_strength,bear_strength,Momentum,Volatility,next_close
2020-07-15,424.7991333007813,442.5219329239612,420.91605806157975,422.1606354065283,43250557,0.02142683600755735,-0.0294585493199776,0.02142683600755735,0.05086139111089775,6.272665435825161,0.031405155662062964,0.5013246862063903,1.1872810054932206,0.6450994075293343,29425958.0,51.71221025651031,-1.534824667107797,17.801012749598094,433.60076599121095,426.4942260742188,403.37346923828125,429.2052853135859,410.79506396234785,454.3030813958884,398.68537075254915,0.13040671418998442,0.4695224281289171,0.0,0.0,0.0,-17.424041748046818,14.353156269019589,432.1172180175781
2020-07-16,432.1172180175781,434.25788479477535,416.6346892956773,430.0761234966849,30183647,0.01722716489540299,-0.013748412534287269,0.01722716489540299,0.04078336794804872,5.276990195903579,0.030434216699662914,0.3799911750150666,0.8443275054454362,-0.5292413722904855,59609605.0,53.07563397146194,-1.517466435042854,18.295286447989785,434.67608032226565,427.9180221557617,404.2725512695313,429.65327496035394,411.63122686647455,453.63775367760394,402.1982906339195,0.12020868573037227,0.5816337421378268,0.0,0.0,0.0,-19.664337158203182,14.293741607769093,431.2211608886719
2020-07-17,431.2211608886719,437.99164943355527,422.7580350149733,432.1172504923787,33464985,-0.0020736436585819806,0.03686856082672674,-0.0020736436585819806,0.03532668570157395,3.2474800548243365e-05,0.02988325967796796,-0.11902775542104262,0.9611479139003974,-0.13814585242750566,26144620.0,60.91822479472301,-1.5679014264275146,17.783232772678637,435.1390655517578,428.71704254150393,404.9844500732422,429.89448818009515,412.39945957322743,453.76258298077164,403.6715021022362,0.11683949063836464,0.5499913019094181,0.0,0.0,0.0,-6.471771240234432,12.168083239703824,432.1172180175781
2020-07-20,432.1172180175781,440.8790296389751,427.4375954379675,435.8011788045215,30400586,0.0020779525917968833,0.01722716489540299,0.0020779525917968833,0.03110599078341013,4.5800179158496235,0.029089349156383493,-0.0306895675256736,0.8859255987096556,-0.4016697143967025,56545206.0,60.62961679073409,-1.5402419015764757,17.978809191807073,435.1390655517578,428.908708190918,406.01894226074216,430.236446616631,413.1727050024177,453.9989225813155,403.81849380052046,0.11699559328708828,0.5639394661348148,0.0,0.0,0.0,-6.02374267578125,9.547081748052074,444.2643127441406
2020-07-21,444.2643127441406,449.0434772884798,436.5977046363601,438.0911973546144,43147019,0.028110647343074335,0.028110647343074335,0.028110647343074335,0.028014342577382317,5.973979337036269,0.02891717262004834,0.648434419952644,1.2350817383687518,0.8295432196784738,99692225.0,55.667387971891095,-0.743558747029212,17.004479890804568,435.0245635986328,429.03565521240233,407.3461602783203,432.3945798670171,414.3919837373872,454.42284625229365,403.648464172511,0.11834536701768017,0.7999279736739927,0.0,0.0,0.0,28.3763427734375,9.983550856838212,476.8722229003906
2020-07-22,476.8722229003906,482.49770589469,458.1039922225223,475.9263320529056,89611937,0.0733975456071112,0.10586461461594299,0.0733975456071112,0.05115356378654718,31.662019308764968,0.03129355365125165,1.774908135009418,2.374688701828095,3.3007800009586297,189304162.0,70.35415669320362,1.800826234048202,18.298837974476335,438.4894683837891,431.73887786865237,409.1801696777344,439.23729417984384,416.8421891947599,464.71358068865754,398.7641750486472,0.15275299265514397,1.1843631810436916,0.0,0.0,0.0,52.07308959960932,14.56065685436451,458.8507385253906
2020-07-23,458.8507385253906,472.6904312245975,457.2079026613629,470.8982521702375,40249567,-0.03779101300006804,0.06186636262831113,-0.03779101300006804,0.033741971546108515,-5.973970730153098,0.03271848172623256,-1.073941681908644,1.0803481854449124,0.19348492751517468,149054595.0,60.81442106958189,2.0721018695347073,19.106034958216473,439.19638671875,433.68788452148436,410.11310424804685,442.2547471560818,418.4895832861572,468.2773472725283,399.09842177044044,0.1595131613566226,0.8637358317042209,0.3,0.0,0.0,26.7335205078125,15.165621747567627,443.6669006347656
2020-07-24,443.6669006347656,454.6191803478155,439.6344521456672,454.6191803478155,30566635,-0.03309101765733524,-0.001344722257083597,-0.03309101765733524,0.033774726446145195,-4.2315581775751525,0.03379370066933799,-0.945774483851717,0.8227034365547343,-0.42470229885778055,118487960.0,53.636367130300435,1.0807851176462808,19.827891274306182,439.7937835693359,434.7208847045898,410.98231689453127,442.4720015374178,419.476929064534,469.2010923412915,400.24067706788816,0.15863147527468038,0.6297268279883185,0.3,0.0,0.0,12.44573974609375,15.002466273632288,429.6778259277344
2020-07-27,429.6778259277344,446.0564742455112,428.034990079537,445.06081247264166,21924237,-0.031530580007245845,-0.09896654639604419,-0.031530580007245845,0.04194185289190404,1.3939118378760327,0.03273606912042572,-0.9063776778058891,0.6017499544324942,-0.9136844690035613,96563723.0,45.068646159744915,-0.5761499526732496,19.49363457875806,438.9474700927734,436.0525817871094,411.8385852050781,440.50366682823574,419.8769642356399,467.28594504551603,404.8192185287027,0.14325503190647537,0.39794957708150125,0.3,0.0,0.0,-2.43939208984375,15.24008450541998,435.1539916992188
2020-07-28,435.1539916992188,438.0912062588933,422.5588755963131,432.1172352644538,33057573,0.01274481818944384,-0.051643693333318086,0.01274481818944384,0.03569387150035898,2.43940933671945,0.032798367730935855,0.22612100227480367,0.8997849719404005,-0.23381391717798924,129621296.0,47.8153881672227,-1.3198830802010573,19.15226574711068,440.874072265625,437.5659881591797,413.39679565429685,439.68063988531003,420.47606335185867,465.1622097262698,409.9697665920896,0.12613513076364155,0.45629842922341707,0.0,0.0,0.0,-9.110321044921818,15.276076282787802,438.9872741699219
