date,positive_count,negative_count,neutral_count,avg_sentiment_score
2022-04-08,0,0,1,-6.27946752160824e-05
2022-04-11,0,2,0,-0.9976216082395695
2022-04-12,1,2,0,-0.44417269881761473
2022-04-13,1,1,1,-0.0014195522279199697
2022-04-14,0,1,0,-0.9999456402401847
2022-04-16,0,8,0,-0.9999095569512519
2022-04-18,3,2,1,0.13989640196204256
2022-04-19,1,2,1,-0.26702870098017684
2022-04-20,1,3,0,-0.5024744153572982
2022-04-21,0,4,0,-0.9992247392827807
2022-04-22,0,1,1,-0.5026873739327868
2022-04-23,0,2,0,-0.9998854991992516
2022-04-25,3,2,0,0.1580942409648003
2022-04-26,0,1,0,-0.9998942740930943
2022-04-27,0,1,0,-0.9999325733224396
2022-04-28,0,1,1,-0.5952387130360179
2022-04-29,0,1,0,-0.999923420498817
2022-04-30,0,1,0,-0.999974824232595
2022-05-02,0,3,0,-0.9967043171964178
2022-05-03,1,0,0,0.963196437805891
2022-05-04,0,3,1,-0.7180384989187587
2022-05-05,1,1,1,-0.00016930097020425214
2022-05-06,0,2,0,-0.9999078730415931
2022-05-07,0,1,0,-0.9873792513390072
2022-05-09,0,3,0,-0.9990571670932695
2022-05-10,0,0,1,-4.085844420842477e-05
2022-05-11,0,0,1,-0.07935082442418206
2022-05-12,1,2,1,-0.26493005524022273
2022-05-18,0,1,0,-0.9999163929460337
2022-05-19,0,1,0,-0.9999445829835167
2022-05-23,0,2,1,-0.7314070307208264
2022-05-24,1,0,0,0.80577702075243
2022-05-25,0,2,1,-0.6929658593107888
2022-05-31,0,2,1,-0.5346522869719289
2022-06-01,0,0,1,-0.07935082442418206
2022-06-02,0,1,0,-0.9999873430369917
2022-06-03,1,2,0,-0.37392261985216163
2022-06-06,0,2,1,-0.6666522790087583
2022-06-07,0,0,1,-0.24205742526100948
2022-06-08,0,0,1,-0.07935082442418206
2022-06-09,1,0,0,0.9237438775599003
2022-06-10,1,0,0,0.8781935311853886
2022-06-13,1,0,0,0.9998163386335364
2022-06-15,0,1,0,-0.9995109923474956
2022-06-16,0,1,0,-0.9997535046791199
2022-06-20,0,1,0,-0.9996384681617201
2022-06-22,0,1,0,-0.9999917895585213
2022-06-24,1,0,0,0.9737656209617853
2022-06-28,0,1,1,-0.6196408352989238
2022-06-29,1,0,0,0.914333950728178
