date,positive_count,negative_count,neutral_count,avg_sentiment_score
2022-11-15,0,2,0,-0.9880339165101759
2022-11-16,1,1,0,-6.054694472368283e-05
2022-11-17,0,1,0,-0.999984262187354
2022-11-18,0,1,0,-0.9999543200938206
2022-11-22,0,1,0,-0.999986576648098
2022-11-23,0,2,0,-0.9999190780890785
2022-11-24,2,0,0,0.9897505898261443
2022-11-25,1,1,0,8.030275103010354e-05
2022-11-28,0,0,4,0.018908188462653186
2022-12-01,0,0,1,-0.041695675026858225
2022-12-02,2,2,0,-0.12038330101495376
2022-12-05,2,0,0,0.9996855558372886
2022-12-08,0,1,0,-0.41462695598602295
2022-12-13,0,1,0,-0.9999811677262187
2022-12-16,1,3,0,-0.48652163367808043
2022-12-20,2,0,0,0.9172161788446829
2022-12-21,0,0,1,-0.06351535183694068
2022-12-22,0,7,1,-0.8252481116775598
2022-12-23,0,1,1,-0.499686877881345
2022-12-27,0,1,0,-0.9993681986125011
2022-12-29,0,2,0,-0.9999228894112093
2022-12-30,0,3,0,-0.9894123913720705
2023-01-01,0,1,0,-0.9973009116947651
2023-01-03,1,0,0,0.9999991883574566
2023-01-04,1,2,1,-0.25476123137127615
2023-01-05,0,3,0,-0.9999040738593976
2023-01-06,2,1,0,0.332155486811871
2023-01-09,0,1,0,-0.9998402685450856
2023-01-10,0,4,0,-0.9999576038150053
2023-01-11,0,5,0,-0.9995358059916726
2023-01-12,0,2,0,-0.9995083687299484
2023-01-13,0,3,0,-0.9996530440615364
2023-01-16,0,3,1,-0.7575962633236486
2023-01-17,0,4,2,-0.6665804625683831
2023-01-18,0,2,0,-0.9996541111127044
2023-01-19,0,1,0,-0.9999788268760312
2023-01-20,7,5,1,0.15384998607406117
2023-01-23,1,1,5,-0.0024106233893324636
2023-01-24,0,2,1,-0.6664944568404962
2023-01-27,1,1,1,-0.27813839311359817
2023-01-31,0,2,1,-0.6662675977853117
2023-02-01,2,1,0,-0.023394173505948856
2023-02-02,1,1,0,0.0003966679760196712
2023-02-03,1,1,0,-0.001591558845120744
2023-02-06,0,3,0,-0.9941154757107142
2023-02-07,1,6,2,-0.5943860511687586
2023-02-11,0,1,0,-0.9999753301444798
2023-02-13,1,0,1,0.4617404021726088
2023-02-14,0,0,1,-6.090701667460507e-07
2023-02-15,0,1,0,-0.8512832816923037
2023-02-16,0,0,1,-0.00017674219270702451
2023-02-17,0,0,2,-0.05856786949041748
2023-02-20,1,0,0,0.999982528761393
2023-02-21,1,2,0,-0.33333035177586606
2023-02-22,1,0,1,0.4622105305813875
2023-02-23,0,1,0,-0.8702810201793909
2023-02-24,1,1,2,-0.07707257612399543
2023-03-01,0,2,0,-0.9999142919491533
2023-03-02,0,1,0,-0.9972138406010345
2023-03-03,0,0,1,-4.176835466296325e-05
2023-03-06,0,1,0,-0.9999138314524316
2023-03-08,0,1,0,-0.9999972095348539
2023-03-09,0,4,1,-0.8149042939883657
2023-03-10,0,2,0,-0.881392259929271
2023-03-14,0,2,0,-0.9997307194098539
2023-03-15,1,2,0,-0.328389940946181
2023-03-20,1,3,0,-0.48426860726613086
2023-03-21,0,1,5,-0.16711087054968252
2023-03-23,0,1,0,-0.9782007979229093
2023-03-24,0,1,1,-0.49560721129387275
2023-03-25,0,3,0,-0.9997845523866999
2023-03-27,0,4,2,-0.6565926860854839
2023-03-28,0,2,0,-0.9999766131140859
2023-03-30,0,1,0,-0.999990768331827
2023-03-31,1,1,2,-0.14716062996385348
2023-04-01,0,1,0,-0.9946045863907784
2023-04-03,0,1,1,-0.4986329954639359
2023-04-04,1,1,0,-0.2538316141581163
2023-04-05,1,3,0,-0.5174009965317055
2023-04-06,0,3,0,-0.9948054498133084
2023-04-10,1,1,0,-0.00857180512684863
2023-04-11,0,1,0,-0.94297550607007
2023-04-12,0,1,0,-0.9973518154583871
2023-04-13,0,1,0,-0.9999493187660846
2023-04-14,1,1,0,-0.0001396679835465875
2023-04-18,0,1,0,-0.9999948881521732
2023-04-19,1,0,0,0.999997789466903
2023-04-20,2,0,2,0.49115149402556213
2023-04-21,8,2,3,0.3368294485554931
2023-04-22,0,1,0,-0.9991850093356334
2023-04-24,0,0,6,-0.0004842622440519584
2023-04-25,1,2,2,-0.1314017771052892
2023-04-26,0,2,0,-0.973851423128508
2023-04-27,0,3,1,-0.7498891645957926
2023-04-28,0,2,0,-0.9999928076367723
2023-05-01,1,0,0,0.9999998677823925
2023-05-04,0,2,0,-0.9998435355173569
2023-05-05,0,1,0,-0.9990860823600087
2023-05-09,0,1,0,-0.995918714441359
2023-05-11,0,1,0,-0.999042085459223
2023-05-12,0,1,0,-0.9999018061462266
2023-05-13,0,1,0,-0.9999790549845784
2023-05-15,1,1,0,2.0111814544421236e-05
2023-05-16,1,2,0,-0.3305598118950061
2023-05-17,1,1,0,-0.0038056745543144643
2023-05-25,0,2,0,-0.9998057692943121
2023-05-26,1,0,3,0.24983479595397284
2023-05-29,0,1,0,-0.9999689065298298
2023-05-31,1,0,0,0.9361552298069
2023-06-02,1,0,0,0.9189572334289551
2023-06-06,0,1,0,-0.9893516051233746
2023-06-07,0,2,0,-0.9987259568788431
2023-06-08,0,4,0,-0.9913800152494332
2023-06-12,1,1,0,0.3308892350178212
2023-06-13,1,1,1,0.02536477492234705
2023-06-14,0,2,0,-0.9999742801228422
2023-06-15,0,2,0,-0.9989395989773584
2023-06-16,0,1,0,-0.9998336637581815
2023-06-19,0,1,0,-0.9875936438329518
2023-06-20,0,1,0,-0.999662913454813
2023-06-22,1,1,0,0.00022576442529498308
2023-06-23,0,1,0,-0.9999937222557946
2023-06-26,1,0,0,0.07877901196479797
2023-06-28,0,0,1,-0.0018763892890092393
2023-06-30,0,3,0,-0.9998118317016633
2023-07-03,0,3,2,-0.5672022423430094
2023-07-04,1,2,1,-0.27696529869441056
2023-07-05,0,1,0,-0.999513969567488
2023-07-06,0,3,2,-0.5993507977549598
2023-07-07,1,3,0,-0.4919809264914363
2023-07-10,1,4,3,-0.38705011283819923
2023-07-11,0,0,1,-7.722039725877039e-05
2023-07-12,0,1,0,-0.9965445066336542
2023-07-14,1,0,0,0.9328527525067329
2023-07-17,1,0,1,0.4996479048071478
2023-07-18,0,2,3,-0.3966890102239347
2023-07-19,1,3,2,-0.3597918395705985
2023-07-20,0,5,4,-0.5523258310981984
2023-07-21,5,5,1,-0.0007562578820661449
2023-07-24,6,2,2,0.3372765293036011
2023-07-25,0,4,1,-0.73976646737392
2023-07-26,0,7,0,-0.9985290523426167
2023-07-27,0,3,0,-0.9141169582483902
2023-07-28,0,1,2,-0.3407747077120196
2023-07-31,0,1,0,-0.9994073577108793
2023-08-01,1,6,0,-0.7141972883178157
2023-08-02,0,1,0,-0.9998943174468877
2023-08-03,0,1,1,-0.438790037966843
2023-08-04,0,2,0,-0.9994989313418046
2023-08-06,0,1,0,-0.9999686170067434
2023-08-07,0,1,0,-0.999971278580233
2023-08-10,0,2,1,-0.6665714163967967
2023-08-12,0,1,0,-0.9999292304491973
2023-08-14,0,1,0,-0.9999032629348221
2023-08-18,0,7,0,-0.9262553745622719
2023-08-21,0,4,4,-0.5372830148162155
2023-08-22,3,3,0,0.004936484934357092
2023-08-23,0,5,0,-0.9999662325452391
2023-08-24,3,7,1,-0.36559566536878535
2023-08-25,1,6,1,-0.4551597630345422
2023-08-26,0,1,0,-0.793709322810173
2023-08-28,1,7,4,-0.5043757840121371
2023-08-29,1,1,3,0.00019247219747891008
2023-08-30,0,1,1,-0.48163214132364374
2023-09-01,0,4,1,-0.7967785119926875
2023-09-02,0,1,0,-0.9988272611517459
2023-09-04,0,2,1,-0.6665132515557843
2023-09-06,0,3,0,-0.9815091711294789
2023-09-07,0,2,0,-0.9998322868195828
2023-09-08,0,6,0,-0.999512346273832
2023-09-11,0,2,0,-0.9997115427395329
2023-09-12,1,3,0,-0.5238246932332231
2023-09-13,1,3,0,-0.4999190287665769
2023-09-14,1,1,0,-0.007434808991092723
2023-09-15,1,2,0,-0.41654104773791306
2023-09-18,1,3,0,-0.4832550645705851
2023-09-19,0,2,0,-0.9999727969498053
2023-09-20,3,2,0,0.19982339108246377
2023-09-21,0,1,0,-0.9999635360891261
2023-09-22,0,2,0,-0.999980354894717
2023-09-25,0,1,0,-0.9896345441811718
2023-09-26,0,1,0,-0.9986369130201638
2023-09-28,0,2,1,-0.665833497058884
2023-10-02,2,1,0,0.3351481699840709
2023-10-04,0,6,0,-0.9997375871463797
2023-10-05,0,1,1,-0.4998382965040946
2023-10-06,0,5,0,-0.9995601816158342
2023-10-09,1,2,1,-0.2009584732805081
2023-10-11,0,0,2,-0.0031978521879016397
2023-10-12,0,1,0,-0.99888615362579
2023-10-16,0,1,1,-0.499959375920481
2023-10-17,0,1,0,-0.9999672628723602
2023-10-19,0,1,0,-0.9928662879392505
2023-10-23,0,6,1,-0.8566880645035521
2023-10-24,1,0,0,0.6027635782957077
2023-10-25,0,0,1,-0.11762690124578512
2023-10-27,2,3,3,-0.13284580124186088
2023-10-30,1,0,6,0.13177101917466058
2023-10-31,0,2,1,-0.6772065452487842
2023-11-01,0,1,0,-0.9997530064283637
2023-11-02,0,2,0,-0.9999455040433531
2023-11-03,0,1,0,-0.9999670277647965
2023-11-06,0,1,0,-0.9997632392405649
