date,Close,High,Low,Open,Volume,positive_count,negative_count,neutral_count,avg_sentiment_score,Return,volume_ratio,price_gap,return_volatility,return_zscore,Bollinger_%B,Volume_Z,OBV,RSI,MACD_Hist,ATR,ma_fast,ma_slow,ma_diff,price_vs_ma50,ma_slope,roc_10,bb_upper,bb_lower,bb_width,rsi_slope,bear_score,bull_strength,bear_strength,volatility_spike,divergence,SMA_20,SMA_7
2019-12-19,1237.220458984375,1253.252054632335,1234.6284464693008,1252.772065335272,6509188,0.0,1.0,0.0,-0.9999589367416776,-0.0027468637667937834,1.1638593297501068,12.143769436834418,0.0078607215448616,-0.470188017460106,0.9459132784449428,0.6700516880152456,764326889.0,56.900831630073505,6.555693090688919,17.204226550337207,1211.90576171875,1201.1117700195311,10.79399169921885,1.0300627217767224,1.9564355468749,0.034682074433782795,1240.153294099954,1185.9286150797334,0.04470144129515833,-5.804509386525794,0.0,False,False,1.096828431156936,0,1213.0409545898438,1218.5968017578125
2020-01-07,1210.1490478515625,1220.564792638827,1202.1332496597458,1208.5171310406151,7362247,0.0,1.0,0.0,-0.9997676825805684,0.015834700446049288,1.349827815180523,17.23173064999014,0.010404776072742615,1.7359346583942818,0.3170119313923185,1.130081957016369,771303193.0,46.95123257000613,1.07701261559464,18.29102219518862,1221.4911499023438,1213.6337255859376,7.857424316406195,0.9971287237154747,0.6067065429688228,-0.032094570515770804,1254.318841155702,1189.6474430239855,0.052923314491159966,1.8820937693907425,0.3,False,False,1.0545062363519775,0,1221.9831420898438,1219.1111014229912
2020-01-14,1237.8922119140625,1240.820193062022,1226.3724705081154,1237.4122226888146,3943145,0.0,1.0,0.0,-0.9997126982161716,0.002721468483549927,0.7629190476980519,2.8797519856896088,0.010421119780420238,0.22042613463541405,0.6938532539451833,-0.7045437595519806,782686515.0,50.11212552844045,3.509150089553259,17.88988528580465,1221.3039428710938,1217.24228515625,4.0616577148437045,1.0169645164398489,0.9494140625001819,0.013677957540694452,1255.1447793868263,1198.7908651444238,0.0459294149526624,5.0578488115184115,0.0,False,False,0.876345361401071,0,1226.967822265625,1218.9602225167412
2020-01-20,1204.6771240234375,1252.6280064460766,1202.3731520316696,1252.6280064460766,11089225,0.0,1.0,0.0,-0.9995498684293124,-0.018190513351263538,2.1443365428953163,25.631180274201597,0.01029142056047737,-2.03859990996419,0.13562811257928264,2.791377018180369,760819359.0,44.522252135796826,1.9755500549665612,19.99839948391897,1224.2078857421875,1219.3206396484375,4.887246093750036,0.9879904307785505,-0.16895751953120453,0.011241406659077136,1252.5456416428246,1197.166101521238,0.04521310744100697,-4.086990926335588,0.0,False,False,0.8593306261295536,0,1224.8558715820313,1229.204554966518
2020-01-21,1194.5491943359375,1199.9730961675896,1188.8373692721289,1199.9730961675896,7492402,0.0,1.0,0.0,-0.999936602964226,-0.00840717357832299,1.4160314184107792,-4.704027855847926,0.01029790951975685,-0.9280637209011195,0.010856592125863289,1.0086652480155514,753326957.0,39.3666108707324,-0.5078424892258226,20.485251816986665,1222.647900390625,1219.1046435546875,3.5432568359374272,0.9798578002728701,-0.21599609374993634,-0.012890853026179094,1250.2006727481182,1193.9383775448507,0.046038538761960845,-5.155641265064425,0.0,False,False,0.8839923531278623,0,1222.0695251464845,1223.9452253069196
2020-01-23,1195.029296875,1196.949254010899,1181.7336171458758,1190.3734242574214,5754460,0.0,1.0,0.0,-0.999988568221852,0.0032236402058039015,1.0491585473911054,-0.8159067972660523,0.009732036491284993,0.38376952827079813,0.13598220612103826,0.11905672002617826,749897262.0,41.71064209950577,-4.108332473400651,20.752666153531436,1218.519970703125,1218.4019360351563,0.11803466796868634,0.980816971420602,-0.24383544921875,-0.0208825866827278,1250.791568363866,1186.2532314408215,0.0529644239024385,6.384600655578332,0.0,False,False,1.0308861453026354,0,1218.5223999023438,1211.6300746372767
2020-01-24,1194.7413330078125,1203.813083292645,1189.509379679385,1196.1332550100765,5915878,0.0,2.0,0.0,-0.9999557306273346,-0.00024096803981332737,1.0557841275983906,1.103958135076482,0.009675276295892613,0.021871613735165617,0.1702152953577802,0.14083290298277049,743981384.0,51.5665861359534,-5.175535045900006,19.552695865902106,1214.8576538085938,1217.8384301757812,-2.9807763671874454,0.9810343502096293,-0.5635058593750273,-0.029741939845775,1250.900336328197,1183.2213311522717,0.05560856392686328,9.855944036447632,0.3,False,False,1.0852366605731154,0,1217.0608337402343,1206.1856340680804
2020-01-29,1186.3895263671875,1192.293418179207,1173.333840877243,1176.2618224737796,6894175,0.0,2.0,0.0,-0.999924868013295,0.010341786683418785,1.1081378547971368,2.0160949347171027,0.011338053760749301,1.1713920091174812,0.24269622745958078,0.31531286143770365,748137362.0,36.51873347819001,-10.17594435297974,19.281854159431905,1196.858056640625,1215.1581616210938,-18.30010498046886,0.9763251927506069,-0.6921459960938137,-0.03768730951459409,1253.9738936894496,1164.7304886347692,0.07379438819135326,-0.6905311337017395,0.6,False,False,1.390834659781058,0,1209.3521911621094,1185.827183314732
2020-02-11,1190.949462890625,1204.7731785758035,1188.501587699274,1193.5414754980973,5806760,0.0,1.0,0.0,-0.9997660135049956,0.00024195454986308818,0.8428421221714226,2.8800985449722702,0.012931689540632634,0.054696410831226394,0.48764443842137273,-0.5100394014419766,759281984.0,49.92342387631845,-7.137832985158411,21.150396077283226,1182.5352416992187,1208.06392578125,-25.528684082031305,0.9858331479606453,-0.4828686523437682,0.01422507654046945,1235.3335194163387,1148.706067986005,0.07267282966951327,1.140706235833541,0.3,False,False,1.0791761783161777,0,1192.019793701172,1183.5370396205358
2020-02-12,1199.01318359375,1202.7571232965508,1194.2613367456927,1195.365218306943,3148965,0.0,1.0,0.0,-0.9967774826363892,0.006770833653640507,0.46635711406361346,4.415755416318007,0.013060356614238981,0.6362670966498659,0.6112661882700832,-1.5845907514235524,762430949.0,51.23842815705072,-5.730521734237982,20.906969187347695,1183.797607421875,1207.941044921875,-24.14343749999989,0.9926090256096047,-0.12288085937507276,0.010640398407104179,1229.357440655109,1151.2982234073909,0.06557791487956138,1.3150042807322677,0.3,False,False,0.9597187758581159,0,1190.32783203125,1191.2442801339287
2020-02-13,1191.7174072265625,1209.4770105777045,1184.229527588344,1209.4770105777045,4556070,0.0,1.0,0.0,-0.9999859546223888,-0.006084817470747184,0.6698817753288098,10.463826983954505,0.013067071636580923,-0.556522802084556,0.5553915184181815,-1.015229513724741,757874879.0,49.099230134846394,-5.144621612702849,21.68866771421202,1185.2711669921875,1207.744248046875,-22.473081054687555,0.9867299381916075,-0.19679687499979082,0.012519815989383787,1220.6897826413178,1155.5259888430573,0.05484669749292502,-2.139198022204326,0.3,False,False,0.7970414254709176,0,1188.1078857421876,1192.8351004464287
2020-02-14,1170.5498046875,1198.4372280382763,1166.373921491974,1193.44526933907,7344429,0.0,1.0,0.0,-0.9997921810427216,-0.017762266801426563,1.0887804247172697,1.7278621125074096,0.01350171675546175,-1.5802555077157634,0.23526217213326509,0.27453570644656794,750530450.0,51.85746469223271,-6.315538567747808,21.72980525744512,1184.6039672851562,1207.2402563476562,-22.636289062500055,0.9696079952045683,-0.5039916992188864,-0.005667578582345234,1213.1163325921068,1157.4547367438306,0.046960495357659574,2.7582345573863165,0.3,False,False,0.6812591838948967,0,1185.2855346679687,1189.365443638393
2020-02-25,1152.2623291015625,1160.6140958203607,1150.0543315076857,1155.814202950963,6943340,0.0,1.0,0.0,-0.9566300592850894,-0.007975536461471977,1.1366979407276823,-5.711920095912092,0.012180817127927063,-0.6312671385384239,0.06819905796641013,0.47075059813457076,724406592.0,36.5050317026351,-10.34536632281447,17.053334768410327,1174.5625854492187,1202.8291552734374,-28.266569824218777,0.9579600927112715,-1.2201342773437318,-0.0322501834651131,1207.1849428549583,1148.2425107583229,0.05004818297945571,-19.770128026165587,0.6,False,False,0.7436442250329676,0,1177.7137268066406,1166.2779715401787
2020-03-02,1132.3907470703125,1153.07833302907,1119.4790816152388,1152.166283036904,7332449,0.0,1.0,0.0,-0.9997642707676276,0.0016558311494934141,1.0972992609853196,21.647484208778906,0.01224661620551068,0.30850841276639357,0.05498547221402653,0.27212648033308745,723002669.0,22.484099269897968,-15.094624236399113,19.823553533453087,1155.9005981445312,1196.0392236328125,-40.13862548828138,0.9467839554883692,-2.0965942382811136,-0.032599260163368116,1212.7919452208062,1127.7126202088812,0.07270169541096835,1.7585104714850104,1.0,False,True,1.1212067345054288,0,1170.2522827148437,1149.6840645926338
2020-03-03,1134.5028076171875,1137.910661490241,1121.2550554646243,1127.974905968265,11184775,0.0,1.0,0.0,-0.9964274750091136,0.001865134055836437,1.617563281277721,-4.41584110204758,0.010695013518701566,0.33692416879705567,0.10057225288836369,1.6475538026096712,734187444.0,23.796771140867335,-15.735043801887059,19.850983186959315,1152.5070922851562,1193.8331958007811,-41.326103515624936,0.9503026148106085,-2.2060278320313955,-0.029043100686043433,1213.8142376820376,1125.6343585093684,0.07538518206061459,1.3126718709693677,0.7,False,True,1.1748146939697934,0,1169.724298095703,1144.8430350167412
2020-03-04,1102.871337890625,1132.7746932728987,1087.7516756710927,1131.1907052224476,17144435,0.0,2.0,0.0,-0.9990094627028157,-0.027881349886650808,2.36495783670226,-3.3121023947398953,0.009643066941179943,-2.2247724205402615,-0.09536425213588068,2.924247627288154,717043009.0,13.382095586662729,-18.580788410563173,22.346945439828524,1146.3248291015625,1190.8851000976563,-44.56027099609378,0.926093825340653,-2.9480957031248636,-0.05308058034373764,1218.7202266871168,1112.957336789446,0.09071828073859149,-10.414675554204607,1.0,False,True,1.4131368904724029,0,1165.8387817382813,1136.4637799944196
2020-03-13,1026.985107421875,1038.168763865952,882.4123015442967,940.8269733160892,33171182,0.0,1.0,0.0,-0.9999929862699446,0.047488492714635955,2.8590624695947233,-39.59917414484846,0.02368516443401373,2.845773602330778,0.05782761966836358,2.7200303558933867,719520702.0,22.822864108807153,-39.72992892237835,44.09729334683891,1083.4654541015625,1170.36076171875,-86.89530761718743,0.8774944794916752,-4.008869628906268,-0.10809107984216948,1235.0895147576825,1014.2123040899737,0.19639624066179506,17.0834120316958,1.0,False,True,2.3647837471613222,0,1124.6509094238281,1062.463169642857
2020-04-08,853.3250122070312,907.1797889388012,831.4374529650282,844.7331919054711,28109676,0.0,1.0,0.0,-0.979578938022314,-0.008034769109387496,1.1098954546979005,-15.50362450077887,0.06295298415669734,-0.052711869177444,0.440523835100202,0.3643967687525868,632994240.0,43.07074233701005,-69.88271788214308,84.07699189429255,820.9784912109375,1048.9215612792968,-227.94307006835936,0.8135260478069398,-6.834085693359384,0.15209644502479658,1073.5275297149842,679.9405794158752,0.4489239904045909,1.158976680334277,0.3,False,False,1.1006452750163362,0,876.7340545654297,826.4730050223214
2020-04-13,859.516845703125,908.8117836679344,850.7330763657886,896.6200433091601,17079028,0.0,1.0,0.0,-0.9979869566159324,-0.03210635945513829,0.6686428222348183,8.59184506697261,0.06402066416971186,-0.6538105980467913,0.50677186081667,-1.1320160106581632,638143785.0,49.982490531246754,-56.29835426281977,73.76064918043919,839.7892761230469,1036.6847180175782,-196.89544189453136,0.8291014912872969,-6.102580566406232,0.04505406260428879,1006.3494628498765,708.652301066139,0.347168344718176,-4.316993882159956,0.3,False,False,0.8033702309702363,0,857.5008819580078,838.0338832310268
2020-04-15,828.74951171875,893.2600852060125,809.2619579029216,893.2600852060125,28989376,0.0,1.0,0.0,-0.9914228301495314,-0.03579608024925429,1.1360685702327877,33.74323950288749,0.061979352298611734,-0.7190202285020025,0.4230278048525626,0.46521847693591095,609154409.0,48.3442033223201,-54.12754834044972,73.5857967127228,836.1605590820312,1029.7747937011718,-193.61423461914057,0.8047871406330451,-6.909924316406432,-0.04194870710089582,987.4182505173532,712.4158498244436,0.32356381206567514,-1.6382872089266556,0.6,False,False,0.7369702974872495,0,849.9170501708984,838.2258736746652
