Date,Close,High,Low,Open,Volume,Close_Return_1D,Close_Return_3D,Return,High_Low_Spread,price_gap,return_volatility,return_zscore,volume_ratio,Volume_Z,OBV,RSI,MACD_Hist,ATR,SMA_10,SMA_20,SMA_50,EMA_12,EMA_50,bb_upper,bb_lower,bb_width,Bollinger_%B,bear_score,bull_strength,bear_strength,Momentum,Volatility,next_close
2020-07-15,845.2911987304688,907.08366415123,824.2048075727157,888.3579618231472,139669773,-0.03808032678977269,-0.018130544228982304,-0.03808032678977269,0.09804769847715071,9.603506256740957,0.023368073157797653,-1.9001739207417083,2.8667605643284917,3.13830429861428,425035537.0,62.8463835851381,2.010998192322951,26.315479496368646,844.3652404785156,817.200405883789,742.0137048339843,838.0889503429858,763.070219655106,885.4943151508454,748.9064966167326,0.16714115356611364,0.7056610402608052,0.3,0.0,0.0,21.08642578125,32.846620075877595,845.0162353515625
2020-07-16,845.0162353515625,856.7512946120796,830.8287004507466,846.6664562728521,60961724,-0.00032528834952882946,-0.04733841286626628,-0.00032528834952882946,0.030677036815213495,1.3752575423833377,0.023014493460990274,-0.23895109771786285,1.225486265093244,0.3863121267059897,364073813.0,60.87889404385502,-0.05593612362547162,27.02108891302245,848.172265625,821.497915649414,745.6475988769531,839.1546864981515,766.2837888981044,885.0407230642242,757.9551082346039,0.15469986278559936,0.685058865503218,0.0,0.0,0.0,8.7784423828125,31.82270048505647,876.324951171875
2020-07-17,876.324951171875,880.1296740195024,842.5407728437809,845.749609575386,49726765,0.037051022821220414,-0.0027647136001891504,0.037051022821220414,0.04289379313627364,0.733374223823489,0.020240321118931898,1.391670766526593,1.059344831376764,0.10767055204831179,413800578.0,68.21915587548487,0.3438664125441946,28.85142614271111,853.8472717285156,824.988638305664,749.4880847167968,844.8731887556474,770.5991285951151,892.6047342121557,757.3725423991724,0.16392006572444312,0.879616067579571,0.0,0.0,0.0,15.4251708984375,31.281957227164273,880.0838012695312
2020-07-20,880.0838012695312,885.6304711156431,870.8012182087103,879.1211926652252,36592938,0.004289333645732363,0.041160493083705285,0.004289333645732363,0.01684981917124414,2.7962414933501805,0.020046681986664917,-0.012663032921576901,0.7996574340680421,-0.3556987505770907,450393516.0,71.29885885829059,0.5098616993773817,28.422493433626634,856.9689758300781,828.9709930419922,752.9056018066407,850.2902060654758,774.8926451705823,899.8039242260356,758.1380618579487,0.17089363024420168,0.8607983417679972,0.0,0.0,0.0,-6.921875,28.300400800416313,903.76025390625
2020-07-21,903.76025390625,906.2585622062196,887.6933348920056,888.839335081147,42173371,0.02690249792413546,0.06951821290184745,0.02690249792413546,0.02054220379129421,8.755533811615805,0.02007299609825406,0.9709705861904739,0.9173841378068829,-0.14764140237343956,492566887.0,72.29157537449561,1.7905421696400907,28.8219602280876,863.7578918457032,834.7159027099609,756.6604187011719,858.5163672717488,779.9462768857065,910.3282408822711,759.1035645376508,0.18116903709832208,0.9565680209422069,0.0,0.0,0.0,25.00579833984375,28.440126425514237,918.6353759765624
2020-07-22,918.6353759765624,921.3857642316456,898.7865901828686,909.0089261458122,59771457,0.016459146113163126,0.048281661669118625,0.016459146113163126,0.024600809678979235,5.248672239562211,0.020168051607156276,0.48562271578767063,1.288716934836241,0.5173636391367493,552338344.0,72.79447467371938,3.1369889683314227,29.370402724282762,873.2009521484375,841.0452758789063,761.598681640625,867.7654455340278,785.3850650853481,922.5799289152336,759.510622842579,0.19388885562937677,0.9758105738371528,0.0,0.0,0.0,73.34417724609364,30.002338830831416,943.29736328125
2020-07-23,943.29736328125,953.3363080898114,912.8366014813346,918.6124352325058,58333751,0.026846328749826842,0.07182675322569554,0.026846328749826842,0.04293418828989301,-0.022940744056541007,0.020345534160383073,0.9812508204122333,1.232924676470922,0.42443967860416126,610672095.0,74.06814794128759,5.071498904440745,31.194181775060795,883.9069091796875,848.8358032226563,766.7451489257812,879.385740572062,791.5777042302855,938.2204337024109,759.4511727429017,0.21060523163702677,1.028399343106246,0.0,1.0,0.0,98.2811279296875,34.585348786135505,983.7970581054688
2020-07-24,983.7970581054688,991.5210860477298,943.2973519821112,943.3890174472284,120597372,0.042934175797270324,0.08855977440176432,0.042934175797270324,0.04901796937519276,0.09165416597841158,0.021686024683579396,1.723183043619618,2.3282655775122145,2.2664046473485735,731269467.0,75.151681604248,8.272351737192523,32.34345393033551,896.1966369628906,858.1069641113281,773.2562756347656,895.4490201925861,799.1157181077436,962.6356808151545,753.5782474075017,0.24362631018168768,1.101222792920501,0.0,1.0,0.0,107.47210693359375,45.29451045843454,988.4039916992188
2020-07-27,988.4039916992188,1007.9318886104963,975.4312669085616,998.7638869386624,80304827,0.004682808873835986,0.0759481047074726,0.004682808873835986,0.032881920727638056,14.966828833193631,0.021156885681634027,-0.16673648465323246,1.472639204126955,0.8495613235983537,811574294.0,79.35081252373868,9.789683237142107,32.764202199300925,906.3364685058593,868.0324890136719,779.6445495605469,909.7497850397604,806.5387876603505,982.5140360252194,753.5509420021244,0.26377249345040205,1.0257244762485838,0.0,1.0,0.0,108.3201904296875,51.76185457034892,998.2595825195312
2020-07-28,998.2595825195312,1005.731530384294,985.8598278076676,988.4039688253292,55114422,0.009971217137002109,0.05826605837961396,0.009971217137002109,0.019906347932540577,-2.2873889520269586e-05,0.02048978821164841,0.07467359791717991,0.9881895098948186,-0.02210731329511132,866688716.0,83.72714792043948,10.484919530452892,32.71181767050189,918.2869812011719,878.8874206542969,786.4009191894531,923.3666769597252,814.0572502038478,999.6825561456449,758.0922851629489,0.27488193061500593,0.9941099713149644,0.0,1.0,0.0,94.49932861328125,55.30803234865501,961.106201171875
2020-07-29,961.106201171875,1000.5974046127762,949.0960854416204,998.3512976301298,72663399,-0.03721815647778104,-0.023064570834649856,-0.03721815647778104,0.05358546132400392,0.09171511059855675,0.02321500169051265,-2.2204681272904465,1.2531824879412956,0.501054810640634,794025317.0,72.04955341399673,7.604537004833951,34.79426659976665,929.8684814453125,887.1168609619141,792.7062243652343,929.1727576077483,819.8238757320058,1006.7039493280392,767.5297725957889,0.26960842168292254,0.809353380957971,0.3,1.0,0.0,42.470825195312614,53.71214516622965,966.69873046875
