date,Close,High,Low,Open,Volume,positive_count,negative_count,neutral_count,avg_sentiment_score
2010-05-21,220.27203369140625,221.2234396089376,215.9685968001807,219.0219398412148,19167407,,,,
2010-05-24,226.26808166503903,232.08712722776232,224.89628544736536,225.23923819421216,24726303,,,,
2010-05-25,218.0815887451172,226.7880396343122,217.43994806862383,226.7880396343122,25245934,,,,
2010-05-26,223.03775024414065,223.4691883670212,219.26531414021468,220.12821992540427,13726569,,,,
2010-05-27,226.1795959472656,227.38543974115493,221.61064387220108,223.69045597710075,27405100,,,,
2010-05-28,229.36569213867188,229.8856451715558,224.46484974824887,227.8832706536836,17535288,,,,
2010-05-31,231.34593200683597,231.9875726916605,227.61774603201624,227.92751124350767,16548811,,,,
2010-06-01,223.59088134765625,231.2131613052221,222.1637725386269,230.83703577811968,19466130,,,,
2010-06-02,223.70150756835935,225.90300724280075,221.99783586363876,224.575475836688,19728249,,,,
2010-06-03,228.07130432128903,229.66435076533543,225.6596170104244,225.6596170104244,17106958,,,,
2010-06-04,228.1598358154297,229.2218668554235,226.2238365011673,228.1155709831923,14088022,,,,
2010-06-07,222.9713592529297,224.5754831395262,221.25662497689288,224.5754831395262,13503377,,,,
2010-06-08,220.46011352539065,224.0665971748537,220.1724733360504,223.4028166670576,15226706,,,,
2010-06-09,222.81646728515625,224.5754662623779,221.2566083491612,221.30085840949752,15242486,,,,
2010-06-10,224.6529083251953,225.1175487376586,222.8385967365564,223.46917487857328,13962908,,,,
2010-06-11,231.52291870117188,232.5075120871629,225.90299854831747,226.788029298139,23307069,,,,
2010-06-14,235.3064117431641,236.744583077134,232.12031863910727,233.4036147550187,15892958,,,,
2010-06-15,235.88168334960935,236.7224640942649,232.34158965668345,235.6825580641608,18992836,,,,
2010-06-16,234.0784454345703,237.33091366625808,233.4478672704209,236.74458556487605,11833071,,,,
2010-06-17,237.0543365478516,238.29336777041,234.155868992246,235.2621500344688,21047804,,,,
2010-06-18,233.28192138671875,241.12548155029268,232.4411554005601,239.00140462859864,38277934,,,,
2010-06-21,235.78211975097656,237.12072847354065,234.75327624090187,234.75327624090187,11792906,,,,
2010-06-22,235.37278747558597,237.80661475739493,233.8571785284724,235.1957872258957,12908863,,,,
2010-06-23,234.24436950683597,236.1914312338883,233.2044635530302,234.4656345774808,11659191,,,,
2010-06-24,232.7730255126953,235.81530596243005,231.72205697694795,234.3107595111888,18805263,,,,
2010-06-25,235.18472290039065,236.30206650738884,230.7706610500004,232.31945753201185,20325423,,,,
2010-06-28,241.2029266357422,241.6122397406406,235.67150599457665,237.629630467139,31472648,,,,
2010-06-29,236.18038940429688,241.39098214473304,235.4613110935761,241.39098214473304,14213976,,,,
2010-06-30,241.1365509033203,242.0436920112345,233.9788960685942,234.53203665428416,26637611,,,,
2010-07-01,238.12744140625,240.36212862737037,235.97019179402008,239.84217562653544,13310905,,,,
2010-07-02,236.5122833251953,239.83112679963557,235.70469010410235,238.07214241673083,10948784,,,,
2010-07-05,236.3684539794922,237.44154758060796,235.12942263687847,236.74459429660203,6399512,,,,
2010-07-06,237.6074981689453,239.3775450397426,235.748936400351,235.748936400351,9255011,,,,
2010-07-07,233.1049041748047,237.80660606272096,232.54070112983177,237.62960581950225,13738578,,,,
2010-07-08,233.890380859375,236.64502109391677,233.4810530122275,234.5320215342552,11977911,,,,
2010-07-09,234.01206970214844,235.85955412679036,233.1049138784631,235.40599098466149,12974909,,,,
2010-07-12,233.7023162841797,236.29101892818167,232.7730353822888,234.53203454009247,12563614,,,,
2010-07-13,237.69598388671875,238.45931221486973,233.9235627678956,233.9235627678956,15043285,,,,
2010-07-14,236.8441619873047,242.1543322952281,236.1361461721151,238.95716168625265,15970199,,,,
2010-07-15,237.5079345703125,239.1562937583713,236.32420105282063,237.17604432162184,13877250,,,,
2010-07-16,235.18472290039065,237.62961267899027,234.53201971496725,236.9769094935669,8779539,,,,
2010-07-19,233.65806579589844,235.83744056610476,233.1602377971957,234.11164372980215,9808534,,,,
2010-07-20,232.97216796875,235.83743342631084,232.12032470773008,233.86826129322924,6845092,,,,
2010-07-21,234.17800903320312,235.19579002044236,233.56955589794975,234.2886341905739,9824712,,,,
2010-07-22,234.31077575683597,234.7201036377072,231.78846291193204,234.17802555862312,15879834,,,,
2010-07-23,234.631591796875,236.94371671256124,233.82399859195115,235.40599745390185,13790021,,,,
2010-07-26,233.00537109375,236.1693394609001,232.37479287758387,235.3064336263264,9113728,,,,
2010-07-27,233.09385681152344,234.78646605646767,232.56284127763615,234.27757555442096,12133425,,,,
2010-07-28,225.95831298828125,237.5521686435187,225.23923472918904,235.19577905283376,52927114,,,,
2010-07-29,223.5023956298828,227.56244246918115,223.0266926628774,227.56244246918115,46281590,,,,
2010-07-30,223.3917388916016,225.75919103230237,222.86072338346565,224.56440983142488,19242072,,,,
2010-08-02,224.47589111328125,226.08001489544992,223.77893788626528,224.7967188236576,12676917,,,,
2010-08-03,227.39649963378903,228.0934529095088,224.35421912421,225.49368780837756,20104173,,,,
2010-08-04,224.80780029296875,228.11558123352464,224.03340939429492,227.4518154961308,18318233,,,,
2010-08-05,222.81646728515625,226.50038819614767,222.3739519120798,225.67068479512835,18308022,,,,
2010-08-06,221.27874755859372,223.4913097960411,220.9247470532192,223.2258094170101,19955917,,,,
2010-08-09,219.840576171875,222.58416870650652,219.48657566653984,221.2566225023577,22253619,,,,
2010-08-10,218.5794219970703,221.78764022672948,218.22540671851488,219.26531275266447,19989721,,,,
2010-08-11,217.55056762695312,220.1282075519466,216.85361439022316,218.99980144687387,21917268,,,,
2010-08-12,215.19418334960935,217.55057302609404,214.6189177674467,216.83149474081912,24910354,,,,
2010-08-13,216.63235473632807,219.88483771848323,214.72955773944773,214.72955773944773,30512197,,,,
2010-08-16,216.1455841064453,219.46444210293475,215.72520852270256,216.83148959829452,14028775,,,,
2010-08-17,214.76275634765625,217.92672459804623,214.6189288673916,216.83150595519697,14788743,,,,
2010-08-18,213.42413330078125,216.16771098245812,212.04127455962995,215.28269497625777,24859327,,,,
2010-08-19,216.21197509765625,217.91566166748404,213.2250218817991,213.2250218817991,20662946,,,,
2010-08-20,218.745361328125,219.79632988582728,215.1720652779944,216.2119713197148,20996195,,,,
2010-08-23,216.1455841064453,219.4976296490197,215.8579587070424,219.4976296490197,13543428,,,,
2010-08-24,215.14993286132807,217.05274462374857,214.02152673048388,216.14558880494684,19276160,,,,
2010-08-25,214.13214111328125,216.3557804860033,213.6232506514726,214.6189065449988,18620473,,,,
2010-08-26,211.62091064453125,215.2827068504616,211.3111454249618,214.61892634705768,27834839,,,,
2010-08-27,210.10528564453125,212.6054731640885,209.4304426764191,212.1629725551143,24315870,,,,
2010-08-30,209.7402191162109,213.46839033467197,209.0875159132705,210.65843746848296,11908601,,,,
2010-08-31,203.3790740966797,210.18271262186056,202.4497933254024,209.01005652795533,46605039,,,,
2010-09-01,207.1404571533203,208.82200389189472,203.7773489064573,204.6734422405171,27886811,,,,
2010-09-02,207.41702270507807,209.4525847508542,207.096209737466,209.08752171874383,17699285,,,,
2010-09-03,204.8172607421875,208.33524431233104,204.4853852533063,207.98124379085775,14440305,,,,
2010-09-06,210.78013610839844,211.89747980351385,204.06499665159816,205.97887106643407,33928353,,,,
2010-09-07,212.9152374267578,214.5525339819249,210.8575505251948,211.3000659019424,28379708,,,,
2010-09-08,212.3178558349609,213.44626197014375,210.6363091478313,211.322199887514,11632859,,,,
2010-09-09,212.0855255126953,213.9993997734949,211.3443222043093,213.05905641634897,10114309,,,,
2010-09-13,219.5972137451172,220.26097950138927,213.59009008019595,215.06144907620904,27474309,,,,
2010-09-14,218.63473510742188,221.92039095636764,217.79396912716828,220.26096925800252,19472955,,,,
2010-09-15,224.33209228515625,225.39412334899015,218.82279691044644,218.82279691044644,33554695,,,,
2010-09-16,221.3340606689453,224.6529188027983,220.63710740260177,223.9338257351017,18540979,,,,
2010-09-17,227.3079833984375,228.20407666780216,222.36289141386837,222.36289141386837,31955142,,,,
2010-09-20,230.4166412353516,230.9808442854739,225.92512709526372,227.6730635918548,30419766,,,,
2010-09-21,229.03379821777344,231.9875786242582,226.7991108946609,230.54940722722816,21351925,,,,
2010-09-22,225.69281005859372,230.9255273959052,224.57546649452016,228.77934038852212,25872625,,,,
2010-09-23,220.73667907714844,226.56678761944585,220.371601270452,225.69283406422932,23030491,,,,
2010-09-24,221.62168884277344,223.24792288927696,219.50868935686952,221.25661107079483,22669074,,,,
2010-09-27,223.5134429931641,225.65963007244,222.38502210648207,223.0266775429425,16465376,,,,
2010-09-28,220.9247589111328,223.9117121841228,219.70783779944855,223.09307120179025,19682506,,,,
2010-09-29,221.03536987304688,223.2479320870898,220.15033907954415,221.25662018656564,17790040,,,,
2010-09-30,218.43560791015625,221.6991386987011,216.4111084341554,221.6991386987011,28981699,,,,
2010-10-01,223.0045623779297,223.46918804806097,219.0440635081446,219.48657891607908,19104034,,,,
2010-10-04,225.2060546875,226.96503897542303,224.5644140135765,224.5644140135765,21163057,,,,
2010-10-05,226.53358459472656,228.29258364069287,223.24792886806603,224.7967253495067,22938984,,,,
2010-10-06,231.2021026611328,231.65568057406492,227.21949362536557,227.8943218520627,28137687,,,,
2010-10-07,229.9188232421875,233.5916818696796,228.4474643340916,231.2021046122821,31547758,,,,
2010-10-08,232.24200439453125,233.3814877985595,228.0160053218029,231.5893012112413,20865341,,,,
2010-10-11,236.5675811767578,237.2424093918734,233.00534779828,233.6469884669004,25796876,,,,
2010-10-12,233.5585021972656,236.61184527422367,231.46762756518723,236.30208005218023,13979878,,,,
2010-10-13,237.41940307617188,237.6296056345437,233.35935661251003,233.66910703790168,23967306,,,,
2010-10-14,234.31077575683597,239.2890558869673,233.2487446317033,237.85088443051657,24414709,,,,
2010-10-15,230.184326171875,236.3020747034701,229.1333576215472,234.5320278496549,11601973,,,,
2010-10-18,231.7552490234375,235.62724776907496,228.61340587095123,230.60471782359747,22209315,,,,
2010-10-19,231.0804443359375,236.4569901101048,229.94097553590663,235.63833430577668,18579617,,,,
2010-10-20,232.19776916503903,235.5055648941502,229.66437910872708,229.97414433178963,18232837,,,,
2010-10-21,239.3222198486328,240.69401607077123,232.14244056025967,232.7619561939077,37273145,,,,
2010-10-22,239.3554229736328,242.0105006975856,237.70706375852404,240.1630161918233,19627279,,,,
2010-10-25,241.2471618652344,243.80267683318053,240.28469346266476,240.7272088591105,18019151,,,,
2010-10-26,243.1278381347656,243.5924785707596,240.52807305820085,241.36885380327823,15444185,,,,
2010-10-27,241.77816772460935,245.59483886563987,239.67623075277905,242.9397613627865,21946562,,,,
2010-10-28,239.39968872070312,243.5814382560792,237.76239191448653,243.2495627499163,36188021,,,,
2010-10-29,242.5525665283203,244.9753312910145,239.0677854993094,240.66083205335505,29722655,,,,
2010-11-01,241.87774658203125,248.89157371206116,241.0037782811267,248.02866792712464,30509287,,,,
2010-11-02,237.81768798828125,242.36451503448703,236.8109694833813,242.36451503448703,20360675,,,,
2010-11-03,235.70469665527344,240.04132127889503,235.1183685113421,239.3996805524905,19939993,,,,
2010-11-04,244.4996337890625,244.9310866763675,237.85086976554524,238.49251045372785,24311819,,,,
2010-11-08,246.00418090820312,247.58616498606617,243.503978474102,246.4577588283896,22364112,,,,
2010-11-09,245.2740478515625,247.91804830584988,242.77384533835797,246.09268882120077,15410057,,,,
2010-11-10,243.8690490722656,247.1215172589524,243.20528337022444,244.86470501018425,11899060,,,,
2010-11-11,238.93502807617188,245.99312002088055,238.0721370632612,244.70982386288165,12690058,,,,
2010-11-12,234.94134521484372,240.5944530562683,233.86825168063424,238.99032924294556,19131902,,,,
2010-11-15,233.3593597412109,236.2799376397696,229.7086262907276,236.10293739431555,16084932,,,,
2010-11-16,228.00494384765625,234.31075493909535,227.130990350688,234.31075493909535,19833309,,,,
2010-11-18,228.5470123291016,232.2751832965722,224.354200958867,232.2751832965722,22776798,,,,
2010-11-19,220.42691040039065,229.2218611949023,218.4024110110751,229.2218611949023,24826481,,,,
2010-11-22,223.96702575683597,224.89630667686143,220.63711969141195,222.03104107145015,18956753,,,,
2010-11-23,220.28309631347656,222.3629084059316,215.72522155149449,222.2854707937232,33113827,,,,
2010-11-24,220.38267517089844,225.19500260279892,218.17009810188,221.03537839064447,19703855,,,,
2010-11-25,216.7208709716797,221.92040139973733,215.28271429391344,221.6991510707625,29112802,,,,
2010-11-26,212.9263153076172,219.1325640057037,212.03022197428004,217.93778274106367,30639363,,,,
2010-11-29,220.9026031494141,221.7986964514297,212.93737038070216,214.5082919032695,23409097,,,,
2010-11-30,218.07052612304688,223.1815560406584,217.07487017703352,221.21236917988915,30483669,,,,
2010-12-01,218.77854919433597,220.68136102483567,217.50633031514636,217.9377832087796,18726828,,,,
2010-12-02,223.7236328125,224.232523298261,220.16139941217307,221.03536768133384,24834141,,,,
2010-12-03,222.56204223632807,226.56677631504445,220.81410567367803,224.3542140921452,19641270,,,,
2010-12-06,225.7149658203125,227.8943406697082,224.1329816371238,224.76355985313592,17790259,,,,
2010-12-07,228.0602569580078,230.0405063222292,225.68175703360092,225.68175703360092,22397973,,,,
2010-12-08,225.80345153808597,227.396498136178,223.7236394708784,226.7659199604213,16997335,,,,
2010-12-09,217.8271484375,228.7461614096638,216.5549148447315,226.68847444598555,31716183,,,,
2010-12-10,226.54466247558597,227.89433376927207,216.68767985734303,218.33605385994576,26529301,,,,
2010-12-13,230.49407958984372,231.4344229330012,223.4691755742216,226.577831002482,16834458,,,,
2010-12-14,233.48106384277344,234.53203241355263,230.5494084528254,230.7706735449294,20081132,,,,
2010-12-15,233.18235778808597,235.41705986069024,229.22187368620587,233.20448282000703,21436026,,,,
2010-12-16,233.8350830078125,234.53205111835425,230.11797390721392,234.02316056655795,15530788,,,,
2010-12-20,233.81292724609372,236.30206709294345,231.12466211938155,231.21316224376488,15858100,,,,
2010-12-21,237.4415435791016,237.82874640578584,234.1448252186135,234.50990301347096,16089753,,,,
2010-12-22,233.65806579589844,237.850877593315,231.95439399199532,237.36411211081204,15132141,,,,
2010-12-23,234.39927673339844,235.57193295404284,232.4300898313677,234.0452614561474,14589936,,,,
2010-12-24,234.46563720703125,235.5276682028409,232.31945018507056,232.9832158650233,9452996,,,,
2010-12-27,233.48106384277344,236.47909432943837,232.57390798154745,234.15589209577595,5782048,,,,
2010-12-28,231.8548126220703,234.4656400829357,230.60470408331267,233.7133595026772,8857349,,,,
2010-12-29,232.00970458984372,233.42575096044973,231.5008140792912,231.94332949321267,11184510,,,,
2010-12-30,232.58497619628903,233.5916947272562,231.4897575341977,232.8504913593764,14561753,,,,
2010-12-31,234.24436950683597,235.97018093295645,233.0274633122847,234.10055681123023,9973432,,,,
2011-01-03,233.5585021972656,235.97020456754203,232.8947364582748,235.6383143131894,10411256,,,,
2011-01-04,238.3155059814453,238.93502162698928,233.93463163036444,234.5320222446288,22021878,,,,
2011-01-05,238.0278778076172,241.16972083108465,236.74458169917511,238.95714388027304,25943243,,,,
2011-01-06,240.1961975097656,241.4794788890078,237.75130765603228,238.51463602011847,21763180,,,,
2011-01-07,235.726806640625,240.67189889521185,234.0895099947892,239.244790049357,17875107,,,,
2011-01-10,228.65765380859372,236.8441518623647,225.9472635736792,235.72680822081097,18478415,,,,
2011-01-11,224.2989044189453,232.03182455325287,220.94687349401605,230.1068877141451,21147094,,,,
2011-01-12,228.07130432128903,229.1443977988124,221.92036884161865,225.82555473281064,23195000,,,,
2011-01-13,224.6529083251953,229.91881330682827,223.7125649849652,227.8943139274215,24336418,,,,
2011-01-14,221.5885162353516,227.85007750864105,220.8141105783077,224.3652815913722,19111808,,,,
2011-01-17,220.79200744628903,223.0267097416345,219.49766341046293,221.92041372616717,14046519,,,,
2011-01-18,220.1171417236328,223.0266718350327,219.0440482114585,222.3297038390793,14871527,,,,
2011-01-19,216.86468505859372,222.3629030911196,215.7252163953333,221.1681218490323,23491557,,,,
2011-01-20,214.58572387695312,216.30047282683927,211.2005055777955,216.30047282683927,41343304,,,,
2011-01-21,218.33604431152344,219.59720065020724,215.28270133714645,215.72521673817823,19528676,,,,
2011-01-24,214.97293090820312,220.34946114536848,213.3135092718928,220.17246089713703,22242712,,,,
2011-01-25,212.074462890625,217.92671082510876,211.57663492354575,216.1898368132231,20325555,,,,
2011-01-27,208.57861328125,214.04364347423936,207.9812226921516,213.7338930493729,28105152,,,,
2011-01-28,202.0073089599609,209.28665150220263,199.5734815117341,209.0875262076856,33855702,,,,
2011-01-31,203.40121459960935,205.5142141402017,199.81685618751425,201.0890750101868,25332450,,,,
2011-02-01,198.13531494140625,205.2597671287473,196.59758093479965,204.68450153696023,37898873,,,,
2011-02-02,203.84371948242188,205.30400099343413,200.74612668199148,201.34351725826247,28465716,,,,
2011-02-03,208.84413146972656,209.6406621696484,202.4498199169737,205.3261479562149,17047728,,,,
2011-02-04,203.55609130859372,209.6185270871412,202.0404823639569,209.6185270871412,20715343,,,,
2011-02-07,205.5584716796875,207.71572136077853,202.31706590009648,204.8172535743633,14586353,,,,
2011-02-08,202.505126953125,207.02982884891676,201.62009614849097,207.02982884891676,19685333,,,,
2011-02-09,202.294921875,207.3616866129873,199.9385323590739,200.98950081117275,38228022,,,,
2011-02-10,199.0535125732422,203.73308954803645,195.83423195074025,201.89666766947784,28347803,,,,
2011-02-11,201.3324737548828,202.44981740838023,196.48694405811477,199.1198967101355,20012347,,,,
2011-02-14,202.4055633544922,203.1688917118399,197.82554890126409,200.48062653290776,30145949,,,,
2011-02-15,208.35736083984372,209.04326636162915,201.6311592001218,202.3170647219072,27266420,,,,
2011-02-16,208.89942932128903,210.37078817037855,207.5608354259685,207.6050854873204,11041551,,,,
2011-02-17,211.06776428222656,211.3996397551113,207.15151554447496,209.7180930500201,14091434,,,,
2011-02-18,206.99664306640625,213.0701267675214,206.2111748974107,211.53239274697265,15747939,,,,
2011-02-21,211.59878540039065,212.60548913112532,206.69794309080717,207.11833347061796,25629860,,,,
2011-02-22,217.9045867919922,223.33642962303688,216.66554074151168,219.4865708244506,88922943,,,,
2011-02-23,220.29415893554688,221.76551787735823,217.9377839412132,218.247534390196,31184499,,,,
2011-02-24,213.33563232421875,220.9468644732791,212.0412737118909,220.37158413243552,32903650,,,,
2011-02-25,213.78921508789065,217.3293234881899,211.2005125740753,216.98637073290928,15101417,,,,
2011-02-28,213.34669494628903,219.99545871841477,212.40635159638407,214.6631638203852,22487428,,,,
2011-03-01,218.78961181640625,219.6414550880878,213.99940945955504,215.43758084912503,12622459,,,,
2011-03-03,216.2562255859375,217.9377871267087,214.19855326418977,215.76947487327848,19518684,,,,
2011-03-04,217.31825256347656,220.10608025135997,216.41109677474847,217.8603305797237,15419957,,,,
2011-03-07,216.17877197265625,217.5616307040508,213.29138161042232,215.52606879563885,11821324,,,,
2011-03-08,217.92672729492188,219.57508653769256,216.38899321548183,216.38899321548183,12057689,,,,
2011-03-09,219.8959197998047,222.2301698835228,214.198561278428,218.75643627975725,32473255,,,,
2011-03-10,217.8824615478516,219.707820920574,217.2739936538971,219.6414458273528,9853822,,,,
2011-03-11,219.4976348876953,220.12821304807267,215.09462074125196,216.5659796286083,15000438,,,,
2011-03-14,225.3166656494141,225.8476811339876,219.5418704084628,219.69674561696385,28811267,,,,
2011-03-15,229.4984436035156,232.2309589779082,218.80068017850684,220.80305470745975,56447390,,,,
2011-03-16,231.6778106689453,233.4257472647469,229.68649872268304,231.21317023016985,20605120,,,,
2011-03-17,228.0823974609375,232.05395897434903,227.45181926148865,229.95202179637647,12381790,,,,
2011-03-18,219.70782470703125,229.0006037729894,218.29177838476835,229.0006037729894,40501886,,,,
2011-03-21,219.1104278564453,221.25661492539933,217.07486594162012,221.04642713255447,15546778,,,,
2011-03-22,221.1791839599609,222.340777652626,219.51976228905167,219.71888757246376,9793572,,,,
2011-03-23,224.1882781982422,224.94054404311143,220.32734202245388,221.22343534258155,11419987,,,,
2011-03-24,223.5355529785156,226.11319275718864,222.1084442703041,224.7745841667491,11233928,,,,
2011-03-25,227.14205932617188,227.88326265780165,223.46918590642915,226.54465393087133,15392440,,,,
2011-03-28,226.9429168701172,229.299306569698,224.42058943454964,227.06460454317408,19079527,,,,
2011-03-29,226.2902069091797,228.33683133737176,225.59325366915107,225.68175379236567,18101992,,,,
2011-03-30,228.4474639892578,229.5537451051768,226.58890226189703,227.34118287333885,12257428,,,,
2011-03-31,232.12033081054688,233.4036269937491,228.88998747480167,228.88998747480167,31502965,,,,
2011-04-01,229.3103790283203,235.8374408300443,228.11558296826797,232.1092694785588,18772571,,,,
2011-04-04,232.46327209472656,233.38149042970636,227.67306990857827,230.1068824214273,13111730,,,,
2011-04-05,231.7995147705078,234.31076498342884,230.10689074225957,232.8726083628183,10756797,,,,
2011-04-06,231.1799774169922,233.25978944332465,230.10688385679177,231.2131649640264,9083271,,,,
2011-04-07,230.52728271484372,231.7773765719465,229.02273621805764,231.2242359979516,10163661,,,,
2011-04-08,226.54466247558597,232.51859849620087,225.82558414853324,230.5494115218627,11995738,,,,
2011-04-11,222.4292755126953,225.5600560549535,222.06421249682535,224.13296199894347,11296579,,,,
2011-04-13,226.0800323486328,226.56678305480196,220.50436179292856,221.6659555175336,19116564,,,,
2011-04-15,225.89195251464844,226.7548582971692,222.3629065427202,225.3830620118285,14174275,,,,
2011-04-18,223.28111267089844,231.1467826168999,221.3893634704536,225.5047373312716,14793743,,,,
2011-04-19,223.83425903320312,225.11755515413483,220.9800561549625,222.29652505303716,12022958,,,,
2011-04-20,226.98715209960935,228.00493301991116,223.07091839824852,224.79671504887256,10315413,,,,
2011-04-21,230.2396240234375,231.0361546570161,227.8943117229143,228.95634272121032,14934401,,,,
2011-04-25,223.32537841796875,225.90301851969167,222.39609752547267,224.35422195543632,18138998,,,,
2011-04-26,221.51107788085935,223.24793719083,220.71454719455443,223.24793719083,17652410,,,,
2011-04-27,218.18116760253903,223.27007286961916,216.85363608834464,222.36291698076684,24710243,,,,
2011-04-28,215.14993286132807,219.70782221682725,214.6189173427124,219.4865719047848,35712321,,,,
2011-04-29,217.6612091064453,218.60155252110889,214.9065687292445,215.72522446593652,14936357,,,,
2011-05-02,213.45733642578125,218.33605379511096,212.69400803388828,217.69439831240132,13609544,,,,
2011-05-03,208.84413146972656,214.04366174231112,208.2135532812885,213.53477123117065,22028515,,,,
2011-05-04,209.67385864257807,211.6872957406043,207.98124929534288,209.08753049365535,11668233,,,,
2011-05-05,212.1228485107422,215.15971718226504,210.71606047039396,211.0175203740569,19582976,,,,
2011-05-06,213.26168823242188,214.3670164608268,211.9330524886132,212.8039234771953,12916462,,,,
2011-05-09,214.210693359375,215.71796306207844,212.44662227177295,214.36699817258875,8012908,,,,
2011-05-10,212.30148315429688,215.237870167844,211.3636244582094,214.21069443518584,8143376,,,,
2011-05-11,213.3509979248047,214.0097260057533,210.68257680471305,213.027223652396,8197011,,,,
2011-05-12,211.12918090820312,213.19469713683677,210.124334369622,212.46896635561237,9218985,,,,
2011-05-13,211.6874237060547,214.81360957123783,209.44327343112016,211.0733541443309,13906027,,,,
2011-05-16,211.0175323486328,212.4466348231133,210.24714305446992,212.13402517821683,7008149,,,,
2011-05-17,205.5802001953125,211.41946593384648,204.82099041259863,211.16267943144507,17384039,,,,
2011-05-18,201.38217163085935,206.29475792774505,200.60063261901968,205.435051599278,24814804,,,,
2011-05-19,204.43020629882807,205.88165293638383,202.0297511925324,202.84478409948065,18072585,,,,
2011-05-20,206.14959716796875,206.7301728223716,203.2690481555068,205.08892752714763,13873483,,,,
2011-05-23,203.06805419921875,205.8816301213457,201.7059396598503,205.21173748057356,14836682,,,,
2011-05-24,204.48602294921875,205.6360096301381,202.30886051511857,202.30886051511857,11107409,,,,
2011-05-25,202.3088531494141,204.11756782839905,201.19236039852748,204.11756782839905,13112272,,,,
2011-05-26,208.5277404785156,209.19763317960147,203.4476848056653,203.7826386092322,30001792,,,,
2011-05-27,211.11801147460935,212.78158606875164,208.58356592523103,208.58356592523103,15134521,,,,
2011-05-30,209.64422607421875,212.80390566846376,208.61705034504843,211.8995408641612,7564463,,,,
2011-05-31,212.547119140625,213.4514690386735,209.29810760480757,211.01752017675244,14083332,,,,
2011-06-01,211.41946411132807,214.06557096259883,210.71607748737367,212.5806303955407,8042814,,,,
2011-06-02,212.3684844970703,213.18353231993544,209.13065227827576,209.13065227827576,9418728,,,,
2011-06-03,208.6952209472656,215.9301102003791,208.00299894979293,214.47866351634391,19110238,,,,
2011-06-06,209.3986053466797,210.07966265791617,207.25492193453584,208.70636849980244,6149800,,,,
2011-06-07,213.97622680664065,214.36700375590044,208.46075062197025,208.46075062197025,17612490,,,,
2011-06-08,211.9553680419922,213.4626377758069,210.78305210659656,213.30633295936693,14205061,,,,
2011-06-09,213.0272216796875,213.88691309417007,211.4641287643897,211.5757750641864,9152117,,,,
2011-06-10,210.90586853027344,213.4738079689504,208.1258011208996,213.27284462829016,11068775,,,,
2011-06-13,206.68551635742188,210.6267499559229,205.6583405957203,210.6267499559229,12923374,,,,
2011-06-14,203.5035095214844,208.05881271723285,203.20206451139728,206.6185307286726,18967099,,,,
2011-06-15,201.0918884277344,205.1894268590025,200.6564529545679,203.64866321105467,20156715,,,,
2011-06-16,198.18899536132807,201.1923702500243,197.4186209897925,201.1923702500243,24969151,,,,
2011-06-17,193.990966796875,199.47296382220296,193.1982632000429,199.02636373824876,22029696,,,,
2011-06-20,186.0638732910156,195.38660804009396,184.9138865407856,195.38660804009396,30300033,,,,
2011-06-21,189.502685546875,190.920623441262,186.96823987742087,187.54881557306848,17413744,,,,
2011-06-22,188.8662567138672,191.6240096805843,186.26482346868772,190.5521754194145,20107599,,,,
2011-06-23,194.3817596435547,194.87301828550864,188.88859753916887,189.0337526399168,20713868,,,,
